property_id,ticker,company,address,city,source_url,scrape_date,full_address,latitude,longitude,simplified_address,simplified_full_address
PSPN_107,PSPN,PSP Swiss Property AG,Gerbergasse 5,Zürich,NA,2026-08-26,"Gerbergasse 5, Zürich, Switzerland",47.3749346,8.5369062,Gerbergasse 5,"Gerbergasse 5, Zürich, Switzerland"
PSPN_108,PSPN,PSP Swiss Property AG,Goethestrasse 24,Zürich,NA,2026-08-26,"Goethestrasse 24, Zürich, Switzerland",47.3661399,8.548438,Goethestrasse 24,"Goethestrasse 24, Zürich, Switzerland"
PSPN_109,PSPN,PSP Swiss Property AG,"Grubenstrasse 6, 8",Zürich,NA,2026-08-26,"Grubenstrasse 6, 8, Zürich, Switzerland",47.3619101,8.517068,Grubenstrasse 6,"Grubenstrasse 6, Zürich, Switzerland"
PSPN_110,PSPN,PSP Swiss Property AG,"Gutenbergstrasse 1, 9",Zürich,NA,2026-08-26,"Gutenbergstrasse 1, 9, Zürich, Switzerland",47.3650635,8.5306298,Gutenbergstrasse 1,"Gutenbergstrasse 1, Zürich, Switzerland"
PSPN_111,PSPN,PSP Swiss Property AG,"Hardturmstrasse 101, 103, 105 / Förrlibuckstrasse 30",Zürich,NA,2026-08-26,"Hardturmstrasse 101, 103, 105 / Förrlibuckstrasse 30, Zürich, Switzerland",47.3920696,8.5163847,Hardturmstrasse 101,"Hardturmstrasse 101, Zürich, Switzerland"
PSPN_112,PSPN,PSP Swiss Property AG,"Hardturmstrasse 131, 133, 135",Zürich,NA,2026-08-26,"Hardturmstrasse 131, 133, 135, Zürich, Switzerland",47.3926341,8.5132777,Hardturmstrasse 131,"Hardturmstrasse 131, Zürich, Switzerland"
PSPN_113,PSPN,PSP Swiss Property AG,Hardturmstrasse 161 / Förrlibuckstrasse 150,Zürich,NA,2026-08-26,"Hardturmstrasse 161 / Förrlibuckstrasse 150, Zürich, Switzerland",47.3931963,8.5121106,Hardturmstrasse 161,"Hardturmstrasse 161, Zürich, Switzerland"
PSPN_114,PSPN,PSP Swiss Property AG,"Hardturmstrasse 169, 171, 173, 175",Zürich,NA,2026-08-26,"Hardturmstrasse 169, 171, 173, 175, Zürich, Switzerland",47.3934491,8.5112014,Hardturmstrasse 169,"Hardturmstrasse 169, Zürich, Switzerland"
PSPN_115,PSPN,PSP Swiss Property AG,"Hardturmstrasse 181, 183 / Förrlibuckstrasse 160, 190, 192",Zürich,NA,2026-08-26,"Hardturmstrasse 181, 183 / Förrlibuckstrasse 160, 190, 192, Zürich, Switzerland",47.3935102,8.5105213,Hardturmstrasse 181,"Hardturmstrasse 181, Zürich, Switzerland"
PSPN_116,PSPN,PSP Swiss Property AG,"Hottingerstrasse 10, 12",Zürich,NA,2026-08-26,"Hottingerstrasse 10, 12, Zürich, Switzerland",47.3700967,8.5500888,Hottingerstrasse 10,"Hottingerstrasse 10, Zürich, Switzerland"
PSPN_117,PSPN,PSP Swiss Property AG,In Gassen 16,Zürich,NA,2026-08-26,"In Gassen 16, Zürich, Switzerland",47.3706852,8.5402063,In Gassen 16,"In Gassen 16, Zürich, Switzerland"
PSPN_118,PSPN,PSP Swiss Property AG,Konradstrasse 1,Zürich,NA,2026-08-26,"Konradstrasse 1, Zürich, Switzerland",47.3797818,8.5371702,Konradstrasse 1,"Konradstrasse 1, Zürich, Switzerland"
PSPN_119,PSPN,PSP Swiss Property AG,Kurvenstrasse 17 / Beckenhofstrasse 26,Zürich,NA,2026-08-26,"Kurvenstrasse 17 / Beckenhofstrasse 26, Zürich, Switzerland",47.384409,8.5422034,Kurvenstrasse 17,"Kurvenstrasse 17, Zürich, Switzerland"
PSPN_120,PSPN,PSP Swiss Property AG,Limmatquai 4,Zürich,NA,2026-08-26,"Limmatquai 4, Zürich, Switzerland",47.3679385,8.5449894,Limmatquai 4,"Limmatquai 4, Zürich, Switzerland"
PSPN_121,PSPN,PSP Swiss Property AG,Limmatquai 144 / Zähringerstrasse 51,Zürich,NA,2026-08-26,"Limmatquai 144 / Zähringerstrasse 51, Zürich, Switzerland",47.376562,8.5440755,Limmatquai 144,"Limmatquai 144, Zürich, Switzerland"
PSPN_122,PSPN,PSP Swiss Property AG,Limmatstrasse 291,Zürich,NA,2026-08-26,"Limmatstrasse 291, Zürich, Switzerland",47.389044,8.5246267,Limmatstrasse 291,"Limmatstrasse 291, Zürich, Switzerland"
PSPN_123,PSPN,PSP Swiss Property AG,Lintheschergasse 10,Zürich,NA,2026-08-26,"Lintheschergasse 10, Zürich, Switzerland",47.376014,8.538745,Lintheschergasse 10,"Lintheschergasse 10, Zürich, Switzerland"
PSPN_124,PSPN,PSP Swiss Property AG,Löwenstrasse 22,Zürich,NA,2026-08-26,"Löwenstrasse 22, Zürich, Switzerland",47.3740869,8.5356686,Löwenstrasse 22,"Löwenstrasse 22, Zürich, Switzerland"
PSPN_125,PSPN,PSP Swiss Property AG,Mühlebachstrasse 2 / Falkenstrasse 30,Zürich,NA,2026-08-26,"Mühlebachstrasse 2 / Falkenstrasse 30, Zürich, Switzerland",47.3659676,8.5488592,Mühlebachstrasse 2,"Mühlebachstrasse 2, Zürich, Switzerland"
PSPN_126,PSPN,PSP Swiss Property AG,Mühlebachstrasse 6,Zürich,NA,2026-08-26,"Mühlebachstrasse 6, Zürich, Switzerland",47.3657381,8.5491363,Mühlebachstrasse 6,"Mühlebachstrasse 6, Zürich, Switzerland"
PSPN_127,PSPN,PSP Swiss Property AG,Mühlebachstrasse 32,Zürich,NA,2026-08-26,"Mühlebachstrasse 32, Zürich, Switzerland",47.3644237,8.5505486,Mühlebachstrasse 32,"Mühlebachstrasse 32, Zürich, Switzerland"
PSPN_128,PSPN,PSP Swiss Property AG,Obstgartenstrasse 7,Zürich,NA,2026-08-26,"Obstgartenstrasse 7, Zürich, Switzerland",47.3819607,8.5424478,Obstgartenstrasse 7,"Obstgartenstrasse 7, Zürich, Switzerland"
PSPN_129,PSPN,PSP Swiss Property AG,"Pfingstweidstrasse 60, 60b",Zürich,NA,2026-08-26,"Pfingstweidstrasse 60, 60b, Zürich, Switzerland",47.3901348,8.5145905,Pfingstweidstrasse 60,"Pfingstweidstrasse 60, Zürich, Switzerland"
PSPN_130,PSPN,PSP Swiss Property AG,Poststrasse 3,Zürich,NA,2026-08-26,"Poststrasse 3, Zürich, Switzerland",47.369534,8.5402161,Poststrasse 3,"Poststrasse 3, Zürich, Switzerland"
PSPN_131,PSPN,PSP Swiss Property AG,Schützengasse 1 / Beatengasse 4,Zürich,NA,2026-08-26,"Schützengasse 1 / Beatengasse 4, Zürich, Switzerland",47.3761355,8.5405353,Schützengasse 1,"Schützengasse 1, Zürich, Switzerland"
PSPN_132,PSPN,PSP Swiss Property AG,Seebahnstrasse 89,Zürich,NA,2026-08-26,"Seebahnstrasse 89, Zürich, Switzerland",47.3713658,8.5224999,Seebahnstrasse 89,"Seebahnstrasse 89, Zürich, Switzerland"
PSPN_133,PSPN,PSP Swiss Property AG,Seefeldstrasse 5,Zürich,NA,2026-08-26,"Seefeldstrasse 5, Zürich, Switzerland",47.3651168,8.5482996,Seefeldstrasse 5,"Seefeldstrasse 5, Zürich, Switzerland"
PSPN_134,PSPN,PSP Swiss Property AG,Seefeldstrasse 123,Zürich,NA,2026-08-26,"Seefeldstrasse 123, Zürich, Switzerland",47.3580861,8.5544767,Seefeldstrasse 123,"Seefeldstrasse 123, Zürich, Switzerland"
PSPN_135,PSPN,PSP Swiss Property AG,Seestrasse 353,Zürich,NA,2026-08-26,"Seestrasse 353, Zürich, Switzerland",47.3462325,8.5334649,Seestrasse 353,"Seestrasse 353, Zürich, Switzerland"
PSPN_136,PSPN,PSP Swiss Property AG,Splügenstrasse 6,Zürich,NA,2026-08-26,"Splügenstrasse 6, Zürich, Switzerland",47.3645394,8.5338133,Splügenstrasse 6,"Splügenstrasse 6, Zürich, Switzerland"
PSPN_137,PSPN,PSP Swiss Property AG,Stampfenbachstrasse 48 / Sumatrastrasse 11,Zürich,NA,2026-08-26,"Stampfenbachstrasse 48 / Sumatrastrasse 11, Zürich, Switzerland",47.3804685,8.5430355,Stampfenbachstrasse 48,"Stampfenbachstrasse 48, Zürich, Switzerland"
PSPN_138,PSPN,PSP Swiss Property AG,Stauffacherstrasse 31,Zürich,NA,2026-08-26,"Stauffacherstrasse 31, Zürich, Switzerland",47.3734849,8.5287165,Stauffacherstrasse 31,"Stauffacherstrasse 31, Zürich, Switzerland"
PSPN_139,PSPN,PSP Swiss Property AG,Theaterstrasse 12,Zürich,NA,2026-08-26,"Theaterstrasse 12, Zürich, Switzerland",47.3666382,8.5465328,Theaterstrasse 12,"Theaterstrasse 12, Zürich, Switzerland"
PSPN_140,PSPN,PSP Swiss Property AG,Theaterstrasse 22,Zürich,NA,2026-08-26,"Theaterstrasse 22, Zürich, Switzerland",47.3672986,8.5456007,Theaterstrasse 22,"Theaterstrasse 22, Zürich, Switzerland"
PSPN_141,PSPN,PSP Swiss Property AG,Uraniastrasse 9,Zürich,NA,2026-08-26,"Uraniastrasse 9, Zürich, Switzerland",47.374214,8.5393955,Uraniastrasse 9,"Uraniastrasse 9, Zürich, Switzerland"
PSPN_142,PSPN,PSP Swiss Property AG,"Waisenhausstrasse 2, 4 / Bahnhofquai 7",Zürich,NA,2026-08-26,"Waisenhausstrasse 2, 4 / Bahnhofquai 7, Zürich, Switzerland",47.3762176,8.5409343,Waisenhausstrasse 2,"Waisenhausstrasse 2, Zürich, Switzerland"
PSPN_143,PSPN,PSP Swiss Property AG,"Walchestrasse 11, 15 / Neumühlequai 26, 28",Zürich,NA,2026-08-26,"Walchestrasse 11, 15 / Neumühlequai 26, 28, Zürich, Switzerland",47.3800211,8.5422229,Walchestrasse 11,"Walchestrasse 11, Zürich, Switzerland"
PSPN_144,PSPN,PSP Swiss Property AG,"Wasserwerkstrasse 10, 12 / Stampfenbachstrasse 109",Zürich,NA,2026-08-26,"Wasserwerkstrasse 10, 12 / Stampfenbachstrasse 109, Zürich, Switzerland",47.3830036,8.5407393,Wasserwerkstrasse 10,"Wasserwerkstrasse 10, Zürich, Switzerland"
PSPN_145,PSPN,PSP Swiss Property AG,Zollstrasse 6,Zürich,NA,2026-08-26,"Zollstrasse 6, Zürich, Switzerland",47.3797985,8.5369658,Zollstrasse 6,"Zollstrasse 6, Zürich, Switzerland"
PSPN_146,PSPN,PSP Swiss Property AG,Zweierstrasse 129,Zürich,NA,2026-08-26,"Zweierstrasse 129, Zürich, Switzerland",47.3709474,8.5201992,Zweierstrasse 129,"Zweierstrasse 129, Zürich, Switzerland"
PSPN_147,PSPN,PSP Swiss Property AG,Moosstrasse 2,Rüschlikon,NA,2026-08-26,"Moosstrasse 2, Rüschlikon, Switzerland",47.3029481,8.5455369,Moosstrasse 2,"Moosstrasse 2, Rüschlikon, Switzerland"
PSPN_148,PSPN,PSP Swiss Property AG,"Heinrich Stutz-Strasse 27, 29",Urdorf,NA,2026-08-26,"Heinrich Stutz-Strasse 27, 29, Urdorf, Switzerland",47.3675662,8.4276302,Heinrich Stutz-Strasse 27,"Heinrich Stutz-Strasse 27, Urdorf, Switzerland"
