month,snb_target_lower,snb_target_upper,libor_3m_chf,snb_policy_rate,confederation_5y,confederation_8y,confederation_10y,confederation_bonds,cantons,mortgage_bond_institutions,commercial_banks,other_banks,AAA,AA,A,workers_short_time,registered_unemployed_total,registered_unemployed_sa,jobless_rate_total,jobless_rate_sa,job_vacancies_total,job_vacancies_sa,registered_job_seekers,labour_force,snb_core_inflation_trimmed_mean1,sfso_core_inflation_12,sfso_core_inflation_23,sfso_inflation_according_to_the_national_consumer_price_index,apartments_fso,apartments_fahrländer,apartments_iazi,apartments_wuest_asking,apartments_wuest_transaction,houses_fso,houses_fahrländer,houses_iazi,houses_wuest_asking,houses_wuest_transaction,apartment_buildings_fahrländer,apartment_buildings_iazi,apartment_buildings_wuest_transaction,single_family_houses_wuest_asking,commercial_office_wuest_asking,commercial_retail_wuest_asking,commercial_industrial_wuest_asking,agriculture_forestry_fishing,mining_quarrying,manufacturing_total,manufacturing_chemicals_pharmaceuticals,manufacturing_other,electricity_gas_steam,water_waste,construction,trade_total,retail_trade,transportation_storage,accommodation_food,information_communication,financial_insurance_total,financial_activities,insurance_activities,real_estate_professional_technical,public_administration,education,health_social_work,arts_entertainment_recreation,other_service_activities,households_as_employers,taxes_products,subsidies_products,gdp
2007-08-01,2,3,2.7956440909090907,NA,2.7917727272727273,2.965909090909091,3.0295,2.965909090909091,3.173681818181818,3.1635,3.230590909090909,3.4493636363636364,3.288909090909091,3.4697727272727272,3.642227272727273,354,100757,105835.316300516,2.5527566843375253,2.68141976364043,13091,12926.8291493157,156235,3946988,0.792779,0.6,0.7,0.4,NA,134.4966481285539,127.54228098207842,132.27670803998842,131.8056246133595,NA,121.88009975240344,121.86809316529164,120.8539202286543,124.53076551376857,NA,91.83543488173832,96.36038367334447,125.05992701590283,110.38381760212715,109.7478736339952,109.65978191807754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,2.15,3.15,2.8244165,NA,2.656,2.88545,2.9795,2.88545,3.1456,3.1283,3.20425,3.30245,3.26985,3.4572,3.59595,346,99681,104651.111154785,2.5254953904090915,2.65141700848305,13601,13732.8102761648,154395,3946988,0.953751,0.6,0.7,0.7,NA,135.37776958789698,128.94183570944853,132.80799957846176,132.50960341103595,NA,122.08128433900627,122.91740480167368,120.96055451330622,124.63172364217913,NA,93.0415947976764,95.19651579040993,125.43041372125201,110.7504469797374,109.61692491928052,110.47718507556284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-01,2.25,3.25,2.78721,NA,2.711608695652174,2.948695652173913,3.053391304347826,2.948695652173913,3.1433043478260867,3.1502173913043476,3.215782608695652,3.374,3.2839565217391304,3.445391304347826,3.521478260869565,528,102039,105147.299114174,2.5852371479214025,2.66398831499295,14273,14575.8176830772,157458,3946988,1.103936,0.7,0.8,1.3,NA,136.23046777435806,130.29624351012927,133.32215268021017,133.190873215239,NA,122.27597910023482,123.93286767559178,121.06374898232421,124.72942505677,NA,94.20884632922936,94.07019203273134,125.78894924255766,111.10524960323119,109.49020035665342,111.2682203892583,1201.98654646871,197.700810744455,26642.681430415,4754.68310025195,23457.8062798654,3613.84589753096,446.637134267398,7166.63826679834,21553.9576957143,5282.02514179499,6677.54086960698,3696.0482625642,6268.23932526035,13277.8071342794,7446.28016332472,3886.97597575097,26294.5397001507,10103.6923657153,7119.1230746893,8852.43846743312,1333.87829254937,2241.42054945349,504.845459382359,7861.34624924337,-2895.43764602054,151092.885945776
2007-11-01,2.25,3.25,2.750643181818182,NA,2.5820454545454545,2.8447272727272725,2.9585,2.8447272727272725,2.987181818181818,2.9865,3.039,3.2869545454545457,3.152772727272727,3.404318181818182,3.4515454545454545,304,104820,104445.914690465,2.655695938269891,2.64621819702682,13766,14718.5018935947,161214,3946988,1.159037,0.7,0.8,1.8,NA,137.1602966929998,131.46253911627102,133.80067561531777,133.80458255828978,NA,123.02813175343701,124.92333940712997,121.1581891532811,125.28590110637427,NA,92.71587131650772,93.18371791205648,126.19602300724657,111.58355853597207,109.90956714244861,111.80955863902672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,2.25,3.25,2.77443,NA,2.7088823529411763,2.950235294117647,3.046764705882353,2.950235294117647,3.0684117647058824,3.073294117647059,3.1246470588235296,3.4036470588235295,3.242058823529412,3.5469411764705883,3.422823529411765,336,109012,102178.520484301,2.7619035071806652,2.58877200752323,11420,14315.3065628557,164838,3946988,1.235965,0.8,1,2,NA,138.06013113039498,132.59121228350497,134.2637623267122,134.39849482575823,NA,123.7560214178262,125.88186043765079,121.24958286711035,125.82442631566873,NA,91.27105678806743,92.32583973075823,126.58996536017129,112.04643814830196,110.31540596741168,112.33343436460906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,2.25,3.25,2.6963631818181817,NA,2.4336666666666664,2.7896666666666667,2.9396666666666667,2.7896666666666667,2.9592380952380952,2.9706190476190475,3.0326190476190478,3.3714285714285714,3.1989047619047617,3.4922857142857144,3.2628095238095236,465,111877,101812.77369672,2.8344905026313736,2.57950552919644,13608,14380.0465190881,166414,3946988,1.476056,0.8,1,2.4,NA,138.9899600490367,133.75750788964672,134.7422852618198,135.012204168809,NA,124.50817407102839,126.87233216918898,121.34402303806723,126.380902365273,NA,89.77808177534578,91.43936561008337,126.9970391248602,112.52474708104285,110.73477275320687,112.87477261437748,1181.88579734369,195.638159878658,27086.0261728639,4857.73710947907,23804.9298760922,3640.01674668492,416.531585469672,7224.05463689022,21796.3273963369,5357.1314162914,6726.5031433286,3739.58706322933,6396.28158386772,12813.5383195357,6918.22774312577,4018.53480263992,26688.2176633078,10192.2135647108,7088.96367741966,9003.61526112697,1310.14730086955,2267.08473289702,517.271590693363,7921.76208933395,-2927.5884859531,151988.249136826
2008-02-01,2.25,3.25,2.7445242857142857,NA,2.4596666666666667,2.8127142857142857,2.956,2.8127142857142857,3.0127619047619048,3.034190476190476,3.1194285714285717,3.530761904761905,3.306619047619048,3.6833809523809524,3.3634761904761903,1003,108457,100425.523931718,2.7478421520409992,2.54435848124489,15155,13899.9417723634,163744,3946988,1.524933,0.9,1,2.4,NA,139.76528688322165,133.5841090600329,135.4352755382593,135.75268721169434,NA,124.54960425804292,128.02570925388156,122.08916543231388,126.93420712833667,NA,89.80914965867085,91.18964667456781,127.50842372728253,112.41933626874425,110.87559184210708,110.59145598031193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,2.25,3.25,2.8290352631578948,NA,2.447842105263158,2.8451578947368423,2.9920526315789475,2.8451578947368423,3.0515263157894736,3.0727894736842107,3.152263157894737,3.583263157894737,3.382,4.020368421052631,3.466105263157895,1127,103777,100109.629329816,2.6292707249173297,2.53635504667904,15035,14018.1987985542,159031,3946988,1.630216,1,1.1,2.6,NA,140.49059263133014,133.42189725168447,136.08355676460596,136.44539715503868,NA,124.58836152976617,129.10467491375525,122.78623412370588,127.45181480991235,NA,89.83821316242656,90.95603863811779,127.9868157747099,112.3207261540133,111.0073258284976,108.45545009683129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-01,2.25,3.25,2.8480672727272727,NA,2.669590909090909,3.029227272727273,3.1571818181818183,3.029227272727273,3.1612727272727272,3.1636818181818183,3.265,3.6017727272727273,3.5120454545454547,4.017090909090909,3.6531818181818183,1490,100880,100197.440767045,2.5558729846657755,2.53857981749742,15488,14712.6946597575,154894,3946988,1.603731,1,1.2,2.3,NA,141.26591946551508,133.24849842207064,136.77654704104546,137.185880197924,NA,124.6297917167807,130.25805199844783,123.53137651795252,128.005119572976,NA,89.86928104575162,90.70631970260223,128.49820037713224,112.2153153417147,111.14814491739781,106.17213346276574,1183.52028343552,195.04627490707,27834.0559948512,5148.38437469142,24182.9611304785,3746.10077596852,385.574535752567,7186.59385741163,22111.1374777296,5398.72494480421,6575.99587785784,3770.56608173605,6468.37193449072,12660.4179382108,6672.02620596031,4131.87607875236,27063.9314952181,10219.589831096,7058.60696485773,9171.30731570735,1297.30104647892,2283.23405674844,526.253301047996,7984.22023622689,-2938.18240863679,153471.987695077
2008-05-01,2.25,3.25,2.7815,NA,2.78215,3.0857,3.189,3.0857,3.2206,3.2654,3.3354,3.6173,3.58135,3.93875,3.6974,1468,95166,98471.7304254554,2.411104366164782,2.49485760852213,15414,15000.8193208338,148527,3946988,1.768049,1.2,1.3,2.9,NA,141.49543219460006,134.51375052718836,137.08060581556208,137.42870226838883,NA,125.18166152052753,131.59170088739356,124.10318155843959,128.67187029475457,NA,90.51068250794651,91.36967056172529,129.14540798796236,111.56807066450708,110.97195521565715,106.61689444905494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-01,2.25,3.25,2.8367066666666667,NA,3.0696190476190477,3.257857142857143,3.3207142857142857,3.257857142857143,3.4758095238095237,3.508380952380952,3.5610476190476192,3.905952380952381,3.8314285714285714,4.1251428571428574,4.187285714285714,1413,91477,98156.7839562098,2.317640692092299,2.48687819563196,15181,13942.2149118489,144546,3946988,1.726981,1.1,1.4,2.9,NA,141.73259534798783,135.8211777024767,137.3947998825626,137.67961840786919,NA,125.75192698439926,132.96980473930418,124.69404676694289,129.36084604059243,NA,91.17346401888125,92.05513311615246,129.81418918582014,110.89925116472585,110.78989252385847,107.07648080155377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-01,2.25,3.25,2.7861591304347826,NA,2.935304347826087,3.1378260869565215,3.205695652173913,3.1378260869565215,3.3692608695652173,3.4143478260869564,3.4600434782608698,3.8249565217391304,3.7890869565217393,4.164260869565218,4.216347826086956,807,92163,98585.184237675,2.335021033760427,2.49773204878441,14549,14076.4521739999,143798,3946988,1.84448,1,1.4,3.1,NA,141.9621080770728,137.0864298075944,137.69885865707923,137.922440478334,NA,126.30379678814609,134.3034536282499,125.26585180742995,130.027596762371,NA,91.81486548107614,92.71848397527552,130.46139679665026,110.25200648751823,110.6137028221178,107.52124178784297,1197.69212934143,190.457967839265,27392.8465265419,4887.92397913863,24118.9296026598,3882.07145225554,399.026339042746,7135.67933634172,22828.0224569913,5466.1564251049,6541.38678436579,3752.16247263853,6529.60462132996,12674.6042842888,6614.9776698535,4229.22458943948,27198.4859158672,10216.0123501894,7014.0132630281,9292.56449560687,1323.44716802021,2301.96219590317,532.413154526218,8040.7827547443,-2977.49426314583,154166.386463957
2008-08-01,2.25,3.25,2.7480615,NA,2.5014,2.8401,2.9777,2.8401,3.06285,3.0881,3.1488,3.52445,3.55555,3.89865,3.91975,704,94039,98787.5634680855,2.382550947710001,2.50285948343612,13763,13886.3844142348,143549,3946988,2.028893,1.3,1.6,2.9,NA,142.32608634277844,136.66107493947212,138.26976987546593,138.54742541244033,NA,126.96715384705973,133.14299994938503,125.37497873233032,130.51738164276594,NA,93.38978766430736,93.20693418056376,131.10360735673314,109.88816657870986,109.935391745692,107.11261473094568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-01,2.25,3.25,2.778976818181818,NA,2.3338636363636365,2.731181818181818,2.883909090909091,2.731181818181818,2.988590909090909,3.090909090909091,3.1350000000000002,3.497863636363636,3.6079090909090907,4.087045454545454,4.693772727272727,1007,95980,100797.6455655,2.431727687036292,2.55378647124086,14132,13638.5307894739,145937,3946988,2.134799,1.5,1.9,2.9,NA,142.69006460848405,136.23572007134982,138.8406810938526,139.17241034654668,NA,127.63051090597338,131.98254627052015,125.48410565723069,131.00716652316086,NA,94.96470984753859,93.695384385852,131.745817916816,109.52432666990148,109.25708066926622,106.70398767404838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-01,2.0543478260869565,3.0543478260869565,2.9984060869565217,NA,2.019608695652174,2.5430869565217393,2.7469130434782607,2.5430869565217393,2.887608695652174,3.1252608695652175,3.189695652173913,3.6929565217391302,4.125217391304348,4.241695652173913,6.195304347826087,1634,100471,103578.387160452,2.5455106526799676,2.62423871469718,13546,13912.4829552079,151390,3946988,2.117997,1.4,1.8,2.6,NA,143.04230163981208,135.82408632800568,139.39317582132358,139.777234476327,NA,128.27246935008336,130.85952658129608,125.58971235874716,131.481151891285,NA,96.48882808937526,94.16807813290514,132.36731200721877,109.17222353234499,108.60065059530577,106.30854213511552,1218.81571874255,181.11106393256,25221.5492452975,4553.24875220252,22112.9354590223,3620.21323157011,466.760731442317,7112.62054732185,23093.3322088924,5435.16959723136,6414.91617677197,3682.44899515909,6464.28904211195,12236.2986487498,6157.27334258585,4312.38178214414,27017.2178436259,10252.5199259718,6969.40099803805,9358.49280921122,1378.77093214436,2300.78046788843,534.786719628342,7919.03387747766,-3029.44751254608,150946.960934517
2008-11-01,1.225,2.225,1.966603,NA,1.96335,2.3678,2.5684,2.3678,2.6697,2.78155,2.8870999999999998,3.5091,3.8166,4.19755,6.45135,4182,107652,107307.232418575,2.727446853144727,2.71871189926534,11927,13213.9012841059,160144,3946988,1.812925,1.4,1.7,1.5,NA,143.43928002396433,136.0916482611794,140.35856592718548,140.34353133558474,NA,128.83417580943768,130.4836049670159,126.31961934719507,131.28608636485285,NA,97.40305121037291,94.99432982690371,132.25783848549167,110.41347428648578,106.1979490569285,107.37762870940338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-01,0.17391304347826092,1.173913043478261,0.9131357142857143,NA,1.6237368421052631,2.0116842105263157,2.160421052631579,2.0116842105263157,2.305842105263158,2.4583157894736845,2.5206315789473686,3.155263157894737,3.4420526315789473,4.121368421052631,6.089,9710,118762,111292.019353485,3.0089273136883112,2.81966956457646,9744,11979.967186212,171279,3946988,1.721747,1.4,1.7,0.7,NA,143.82345265378908,136.3505791642507,141.29281441672921,140.89156055422126,NA,129.37776270558703,130.11980985642222,127.02598094891887,131.09731327475717,NA,98.28778326295127,95.79392824045073,132.15189636769125,111.6146846937188,103.87275401978921,108.41222862000456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-01,0,1,0.5685719047619048,NA,1.5195,2.04705,2.257,2.04705,2.39555,2.54035,2.57935,3.2673,3.47675,3.8416,5.7499,25529,128430,116856.323619428,3.25387358664379,2.96064552563697,11213,11959.5976795222,180287,3946988,1.645496,1.1,1.4,0.1,NA,144.22043103794132,136.6181410974244,142.25820452259111,141.457857413479,NA,129.93946916494136,129.74388824214205,127.75588793736678,130.902247748325,NA,99.20200638394891,96.6201799344493,132.04242284596415,112.8559354478596,101.47005248141194,109.48131519429242,1250.23733552623,171.682928618959,23446.1646337995,4488.38434594745,20117.935081075,3503.98557417885,543.310658478379,7132.34187794767,23423.6016562517,5468.58684600063,6235.48993366414,3553.63757741678,6530.0486447826,11846.3519216753,5851.45195825764,4382.77345177438,26778.0327694137,10343.236398374,6965.18904456671,9422.27341523566,1405.47994821185,2292.42110722136,527.614733618878,7903.70966739976,-3094.05856596841,148739.542767959
2009-02-01,0,1,0.5061655,NA,1.2803499999999999,1.85245,2.08095,1.85245,2.23335,2.3716,2.39685,3.124,3.51735,3.93505,5.8206,45532,132402,122587.496493026,3.3545072850487507,3.1058492322,12644,12101.8326797118,186273,3946988,1.625508,1.1,1.3,0.2,NA,144.66058839812283,136.7198298777246,143.26443179744078,141.27924136228566,NA,130.31032412806476,129.61022722373133,128.23890691551847,130.57506394844208,NA,98.37479522386042,96.94844054366501,132.58874549919116,113.65325727446952,100.98999542684643,109.85799465494229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-01,0,0.8409090909090909,0.43560590909090907,NA,1.3836818181818182,1.9392272727272728,2.161,1.9392272727272728,2.3373181818181816,2.352818181818182,2.4911818181818184,3.2817727272727275,3.965227272727273,3.819272727272727,5.586545454545455,64630,134713,129970.543398058,3.41305826113482,3.29290444759543,13057,11933.0932020965,191992,3946988,1.471171,1,1.3,-0.4,NA,145.0581498847384,136.81167780831834,144.1732822392405,141.11791073540132,NA,130.6452899012085,129.48950114258614,128.67518212159098,130.27954309693493,NA,97.62763675668371,97.24493399715017,133.08219821823494,114.37341892431076,100.55639550659372,110.19822126456152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-01,0,0.75,0.4005,NA,1.4127,1.9797500000000001,2.1929,1.9797500000000001,2.3354,2.2404,2.486,3.24125,3.7231,3.73925,6.1525,80152,136709,135786.880336961,3.463628468087564,3.44026585175737,12397,11747.5954431998,194726,3946988,1.404683,1,1.3,-0.3,NA,145.49830724491991,136.91336658861854,145.17950951409017,140.939294684208,NA,131.01614486433192,129.35584012417542,129.15820109974266,129.952359297052,NA,96.80042559659522,97.57319460636589,133.62852087146194,115.17074075092069,100.07633845202821,110.57490072521139,1266.43464069515,172.935492028816,23274.6031757395,4599.35233137661,19724.392745741,3552.22824432918,616.663388738233,7191.09079905325,23615.8603124902,5508.99479902654,6165.65292165618,3441.19808444796,6561.86626763553,12086.4439340162,6055.35517148365,4411.99690151519,26624.2747560357,10384.6253446619,6961.07723894251,9474.39421563994,1467.40876784435,2293.31489217117,520.884595641503,7947.37851923509,-3143.31030247537,149206.599694495
2009-05-01,0,0.75,0.40219157894736846,NA,1.528,2.1526315789473687,2.3813684210526316,2.1526315789473687,2.435157894736842,2.373842105263158,2.579315789473684,3.283105263157895,3.531263157894737,3.6782631578947367,5.550631578947368,92204,135128,139807.843464488,3.423572607770786,3.54214006894594,11739,11548.4329833565,192516,3946988,1.217828,0.8,0.9,-1,NA,145.98562739202663,136.71871241860043,145.90971219620053,141.23902745009954,NA,130.63836053358773,129.46777708128118,129.58032341408293,129.76331400256737,NA,97.10609348092247,97.27496772381399,133.9936334177372,115.77792879738251,100.69049089539854,110.83064349308374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-01,0,0.75,0.39530227272727275,NA,1.6030952380952381,2.2736666666666667,2.526809523809524,2.2736666666666667,2.6075238095238094,2.584857142857143,2.6878571428571427,3.3616190476190475,3.441190476190476,3.592619047619048,5.338333333333334,91843,140253,150462.064795646,3.553418454781215,3.8120730236739,14855,13591.1609691208,198990,3946988,1.132025,0.9,1.1,-1,NA,146.4891915440369,136.51756977624837,146.66425496771458,141.54875130818746,NA,130.24798339181876,129.58344527029044,130.0165164722345,129.56796719826662,NA,97.42195029472731,96.966799945177,134.37091638222157,116.40535644539307,101.3251150868812,111.09491101988516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-01,0,0.75,0.3726817391304348,NA,1.458391304347826,2.1179565217391305,2.382260869565217,2.1179565217391305,2.4434782608695653,2.4474782608695653,2.5378695652173913,3.2613478260869564,3.156304347826087,3.2903478260869568,5.012304347826087,63646,145364,155455.42495345,3.6829096009412745,3.93858367325794,14370,13814.1009856674,204137,3946988,1.250399,0.9,1,-1.2,NA,146.97651169114363,136.32291560623025,147.39445764982494,141.848484074079,NA,129.87019906107457,129.6953822273962,130.43863878657478,129.378921903782,NA,97.72761817905456,96.6685730626251,134.7360289284968,117.0125444918549,101.93926753025153,111.35065378775751,1266.45578108802,174.598976738518,23850.5736892646,4779.06257175192,20099.6414399908,3437.69195682591,592.45143860052406,7372.79843143369,23472.9769918087,5535.03048893789,6110.84020171717,3504.78159676897,6623.95584820754,12532.9030389412,6455.95710989343,4400.05026837262,26570.9024478652,10454.2331891413,6995.73861039263,9529.99270892376,1455.83274477726,2280.20416587113,522.254966020415,8028.37156306777,-3162.19014855757,150500.795074928
2009-08-01,0,0.75,0.343334,NA,1.2844761904761905,1.8950952380952382,2.155952380952381,1.8950952380952382,2.2123333333333335,2.232285714285714,2.2883809523809524,2.9033809523809526,2.7133809523809522,2.7655238095238097,4.2115238095238094,67367,150831,158423.511382394,3.8214202830107418,4.01378244328065,13353,13296.517353926,208568,3946988,1.000043,0.7,0.6,-0.8,NA,148.4434080482703,136.50129022834605,147.9371221575476,142.70659867905283,NA,130.75927957466894,129.7934487354693,131.4367998653543,128.9927404568904,NA,98.38831724128815,97.29451570050965,135.26893126739648,116.89419581312664,102.46568099793586,112.86669128350827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-01,0,0.75,0.3008340909090909,NA,1.3588181818181817,1.9568181818181818,2.2144545454545455,1.9568181818181818,2.204090909090909,2.219409090909091,2.2726363636363636,2.8469545454545453,2.5749545454545455,2.6535454545454544,3.9345,79464,154409,162172.061245606,3.912071686055291,4.10875485929032,13940,13747.6081144667,212902,3946988,1.021047,0.7,0.6,-0.9,NA,149.910304405397,136.67966485046188,148.47978666527024,143.56471328402665,NA,131.64836008826333,129.8915152435424,132.4349609441338,128.60655900999882,NA,99.04901630352174,97.9204583383942,135.80183360629619,116.77584713439838,102.9920944656202,114.38272877925905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-01,0,0.75,0.2733181818181818,NA,1.3610454545454544,1.9295909090909091,2.1934545454545455,1.9295909090909091,2.1827272727272726,2.2140454545454546,2.2661363636363636,2.879409090909091,2.4958181818181817,2.6175,3.6758636363636366,75460,158138,163069.080383857,4.0065487911288304,4.13148153437145,13147,13697.6002557553,217972,3946988,0.859609,0.5,0.5,-0.8,NA,151.329881525197,136.85228545250942,149.00494586629216,144.395146772711,NA,132.50876058529013,129.9864183158712,133.40092327843652,128.232835029136,NA,99.68840249278004,98.52620927828248,136.31754554716684,116.66131615498394,103.50152685370182,115.84986183966302,1249.43350085852,178.300414523812,24351.9223871622,4982.31890080971,20346.0596426344,3194.69677946466,560.762939174471,7430.86297949604,23857.5223958814,5629.5334629288,6091.07029886671,3500.39426152388,6663.82583989032,12401.4480171884,6362.62684167852,4345.84189304111,26662.0264210855,10486.7524560591,7017.15368314732,9596.40950668746,1438.36147926728,2247.62154197492,520.030465818754,8089.13712202055,-3149.97500097734,151399.463814761
2009-11-01,0,0.75,0.25452380952380954,NA,1.309904761904762,1.8542857142857143,2.1019047619047617,1.8542857142857143,2.133952380952381,2.1886190476190475,2.2256666666666667,2.804095238095238,2.4881904761904763,2.550904761904762,3.564095238095238,67076,163950,163458.541488548,4.153800315582414,4.14134883330144,12936,13785.7568902769,226116,3946988,0.846174,0.5,0.4,0,NA,153.8162472984125,137.0169389498471,149.70635231836403,145.37028621161346,NA,133.98761343309354,129.83931855376156,133.600917612383,129.1497620972223,NA,99.79339730499547,99.02281267364381,136.33535315567119,116.8984642856764,103.19810444296769,115.61673705132961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-01,0,0.75,0.2516690476190476,NA,1.2228,1.7593,1.98455,1.7593,2.0707,2.09305,2.13175,2.6892,2.4863,2.5388,3.5281000000000002,55783,172740,161807.903743491,4.376501778064691,4.09952864674255,10824,13460.6477031877,234359,3946988,0.686373,0.4,0.3,0.3,NA,156.2224077241049,137.1762810440448,150.3851327558529,146.31396953958355,NA,135.41876135032268,129.69696394526835,133.7944605162022,130.0371108727897,NA,99.89500518778458,99.50339660463867,136.35258632519148,117.12796247666911,102.90446985193468,115.39113241745858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-01,0,0.75,0.2500835,NA,1.27235,1.80545,2.0235,1.80545,2.1014,2.1075,2.14785,2.65575,2.4615,2.50395,3.32785,54434,175765,159882.351494395,4.065905772954677,3.69849842650488,12528,13472.771247206,236317,4322899,0.859075,0.4,0.3,1,NA,158.70877349732038,137.34093454138247,151.08653920792477,147.289108978486,NA,136.8976141981261,129.5498641831587,133.99445485014868,130.954037940876,100,100,100,136.37039393369582,117.36511060736157,102.60104744120055,115.15800762912517,1217.58908279034,183.975644267041,24787.0785268482,5049.28639069459,20751.548697855,3357.44100838908,500.707311205219,7589.12787498872,24224.3070420183,5708.78494944196,6363.64487544393,3535.46479208652,6793.36123686969,12295.7139303251,6341.24711772392,4247.16142303949,26905.4197115995,10437.104966051,6971.91997945829,9571.524484155,1370.43695588043,2246.85663047581,518.398855065339,8214.92525838218,-3107.86555047443,152918.186269434
2010-02-01,0,0.75,0.24924849999999998,NA,1.141,1.70125,1.9584,1.70125,1.9865,1.98765,2.03565,2.5174,2.30945,2.4354,3.21595,45311,172999,160161.369318812,4.001920933151572,3.70495284110991,14795,14172.2691334972,235667,4322899,0.747989,0.4,0.2,0.9,NA,159.33521164112827,137.34093454138247,151.68720455637418,147.839663871484,NA,138.9871469507866,129.76038028715558,134.34894383835743,131.21113957622322,99.9709292856222,100.16230092381483,100.27503427846578,136.23953795404321,116.94674034128894,103.95030304100028,115.21256146249696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-01,0,0.75,0.24855,NA,1.1271304347826088,1.6716086956521738,1.9349130434782609,1.6716086956521738,1.97,1.9736521739130435,2.022086956521739,2.4911304347826086,2.279,2.407304347826087,3.107869565217391,39425,166032,160236.946485836,3.840755937161613,3.70670113934737,16965,15571.4789507363,231497,4322899,0.720013,0.3,0.2,1.4,NA,159.90102673876123,137.34093454138247,152.2297410001349,148.33693925870801,NA,140.8744668564155,129.95052386495925,134.66912744061048,131.44336040814977,99.94467186618421,100.30889530661533,100.52345233643489,136.12134545629243,116.56885752032011,105.16898551823876,115.26183589263924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
