ticker,country,country_code,folder,year,debt_to_assets,dividend_per_share,dividend_yield,fa_total_assets,net_debt_ebitda,net_income,pe_ratio,profit_margin,snb_target_lower,snb_target_upper,libor_3m_chf,snb_policy_rate,confederation_5y,confederation_8y,confederation_10y,confederation_bonds,cantons,mortgage_bond_institutions,commercial_banks,other_banks,aaa,aa,a,workers_short_time,registered_unemployed_total,registered_unemployed_sa,jobless_rate_total,jobless_rate_sa,job_vacancies_total,job_vacancies_sa,registered_job_seekers,labour_force,snb_core_inflation_trimmed_mean1,sfso_core_inflation_12,sfso_core_inflation_23,sfso_inflation_according_to_the_national_consumer_price_index,apartments_fso,apartments_fahrlander,apartments_iazi,apartments_wuest_asking,apartments_wuest_transaction,houses_fso,houses_fahrlander,houses_iazi,houses_wuest_asking,houses_wuest_transaction,apartment_buildings_fahrlander,apartment_buildings_iazi,apartment_buildings_wuest_transaction,single_family_houses_wuest_asking,commercial_office_wuest_asking,commercial_retail_wuest_asking,commercial_industrial_wuest_asking,agriculture_forestry_fishing,mining_quarrying,manufacturing_total,manufacturing_chemicals_pharmaceuticals,manufacturing_other,electricity_gas_steam,water_waste,construction,trade_total,retail_trade,transportation_storage,accommodation_food,information_communication,financial_insurance_total,financial_activities,insurance_activities,real_estate_professional_technical,public_administration,education,health_social_work,arts_entertainment_recreation,other_service_activities,households_as_employers,taxes_products,subsidies_products,gdp
ALLN,Switzerland,SW,SW_ALLN,2011,45.0209,4.3788,NA,3041.7855,7.0287,653.4702,NA,NA,0,0.5452898550724637,0.11942056359662882,NA,0.8523598809276155,1.2915033277363368,1.483858027603594,1.2915033277363368,1.6155405527157816,1.6298501731931938,1.7053589147440409,2.293820678218933,1.9218015889526188,2.5038295394695567,3.0626138100521394,5956.25,122892,122576.9411990825,2.842814509429899,2.83552637244318,19456.416666666668,19466.007802043892,179693.33333333334,4322899,0.5378165,0.03333333333333334,-0.1416666666666667,0.25,NA,172.22195534939704,145.55187876132177,161.85240196436624,164.3171066659869,NA,149.23217854470462,137.9917824484149,142.41610933359885,142.3066841310991,103.3717568856196,108.12716570731202,107.03113468575869,140.8602267636942,114.14166617577324,105.12151680897782,115.86621047408022,1340.3408497852274,190.63887918801024,27870.623052992,5864.2540419456145,23038.89839103705,3269.0172358796976,461.5987807052982,7837.186719271847,23360.1795328569,5817.183746575545,6607.527465442263,3495.877945300625,6722.408336630349,12411.785737961349,6277.963017572018,4342.369238767453,27842.003489877723,10588.780510321874,7148.410091274785,9691.329261087572,1519.8310338519025,2311.706212299978,513.622954209555,8295.32314525815,-3307.565603826175,157132.7997291655
ALLN,Switzerland,SW,SW_ALLN,2012,39.8025,4.5637,NA,3254.6874,9.3408,690.1977,NA,NA,0,0.25,0.06736674248615611,NA,0.09986191029043195,0.4811566043125523,0.6575300691374254,0.4811566043125523,0.7749033546287248,0.8373077298230852,1.012454379302515,1.7355759908130786,1.251376334152342,1.5067122782252074,2.0953482313398974,10348.583333333334,125593.75,125591.83312587376,2.905313078098748,2.905268735769069,16796.25,16745.087271751127,178425.41666666666,4322899,-0.09430616666666666,-0.6333333333333333,-0.8666666666666667,-0.7000000000000001,NA,183.91899185303927,161.99541670170717,169.68067327781313,175.25102558933867,NA,155.24722790982446,153.57407606586696,147.62075405996904,148.91191980569994,114.91791664643056,115.25470948406326,111.31610629225432,144.9507150451099,120.28630075066422,107.23140944885064,123.21043427060084,1293.252587266105,198.73654819666925,27346.211561007876,5784.459756087573,22563.845473013174,3515.2784307179027,427.1086605009395,7941.62015344324,24136.330905744475,6004.16922568145,6806.003243165502,3364.7607603636775,6829.627014105416,12796.14734082975,6454.8622429456045,4534.125745997349,28069.32350957975,10655.915946633551,7062.531445113245,10165.492652171257,1276.892816877805,2293.5074238951124,533.238128253185,8349.997736695364,-3486.4352155945,158613.44872443075
ALLN,Switzerland,SW,SW_ALLN,2013,40.4386,4.4695,NA,3260.2064,9.0569,870.4057,NA,NA,0,0.25,0.01979937182382834,NA,0.27576339429491603,0.7256976334253508,0.9349028726708074,0.7256976334253508,1.0650148378191855,1.095492920404877,1.242899876351507,1.746154908557626,1.231123542097999,1.2958723516218082,1.763764961467679,7601.916666666666,136524,136540.23869930118,3.1581584487632024,3.1585340924990657,14054.25,14014.781659081758,190734,4322899,0.11671858333333332,-0.14166666666666666,-0.16666666666666669,-0.21666666666666665,NA,201.69377159251744,172.41654642240113,175.2699121486968,183.46869865309264,NA,165.94368794931822,158.5432360822887,154.32139291629358,153.22809305621325,122.01559427891368,120.945329176497,115.73464914902374,149.23506043259312,126.0638898444916,108.9061491181922,124.2267750415247,1210.325467735075,204.881910854767,27969.83496704295,6181.881968031315,22699.154743986677,3508.5105905679,468.8721859403247,8090.018940855202,24445.60260280805,6178.2404980832225,6515.25947500744,3425.0521044129528,6998.431867852072,13699.92238320135,6907.701248888952,4889.946358328125,28380.639016989775,10798.211179387574,7139.154843716487,10667.4591116902,1333.81069795019,2328.4061654368024,521.7440230866978,8374.611353812648,-3481.211490722225,161895.22040787677
ALLN,Switzerland,SW,SW_ALLN,2014,42.605,4.5288,NA,3416.0445,10.0845,761.5762,NA,NA,-0.02717391304347824,0.25,0.01177969681284898,NA,0.12917613120416324,0.5185697091047777,0.730308831944816,0.5185697091047777,0.7658047350342259,0.8018075055061897,0.8746339757909266,1.2836829683728426,0.796617041120588,0.8396309370676361,1.3499245353584886,2582.9166666666665,136763.75,136696.76269501774,3.0437607619786933,3.042269918604952,12362.083333333334,12331.066461689092,191827,4493249,0.3687019166666667,0.13333333333333333,0.48333333333333334,-0.01666666666666666,NA,208.3830834182027,177.4617431434949,179.13292969540947,188.43388604778937,NA,169.6485814780168,162.50800524989737,156.35743213483252,157.56063111443845,125.02616552572891,126.58057394961128,123.66718006658996,152.3839789121907,126.4393225221456,109.37530805507114,120.43304238179024,1342.0076015288626,191.04953323966976,28577.02645474135,6462.829928996131,22987.668077366776,2999.225950175875,507.01219850148175,8221.242097136785,25356.061344457048,6285.094285220968,6705.978470063135,3435.388157268875,7178.5321275281,13689.096404026075,6892.607492415233,4899.125587348497,29126.310105812525,10960.241537331549,7306.997414643965,11127.205941136475,1560.425250710695,2296.5714994043274,540.6939331864075,8484.217230919705,-3484.3599023068227,165525.30503108577
ALLN,Switzerland,SW,SW_ALLN,2015,42.9787,5.3866,NA,3807.5107,10.0585,726.212,NA,NA,-1.231060606060606,-0.23106060606060605,-0.755382888050165,NA,-0.5644962845326976,-0.24704995268419183,-0.06694116789008092,-0.24704995268419183,0.044802281876738403,0.10198101041470609,0.24241613207645815,0.7306384593868289,0.1088900012025012,0.13115154704393836,0.569240361952862,6624.166666666667,142809.58333333334,142877.13314027523,3.1783144742998517,3.179817836498162,10029.333333333334,10034.411403603168,200972.66666666663,4493249,-0.35423841666666667,-0.35,-0.45833333333333337,-1.1416666666666666,NA,211.09893572475377,179.87125748944726,181.77538933971016,191.28054603082575,NA,173.36856572764037,164.66508178535878,159.73172751368213,161.46209142244223,131.68708685882427,127.8340958054944,135.36010689924058,153.54050304448006,130.23171351732708,110.56114603816616,118.43433734012184,1203.4020985981524,156.133929629977,28724.84402706215,7568.253111114775,21649.30284256775,2854.3924825656,592.0882295437485,8099.776841919507,27382.630795717927,6309.233472789698,6468.577734167206,3321.384816904875,7257.050090648163,14063.36926246135,7034.482083109177,5099.185729596077,29408.00682672425,11119.782623973277,7330.411058724831,11377.095334226226,1285.0690624088925,2274.1998453720253,557.78352428936,8662.356847112334,-3621.2612777654977,168324.24676301226
ALLN,Switzerland,SW,SW_ALLN,2016,40.0887,5.2758,NA,3721.8009,5.9372,757.3366,NA,NA,-1.25,-0.25,-0.7471735984848484,NA,-0.7904260822510822,-0.5035216991341991,-0.34728327922077923,-0.5035216991341991,-0.1969805735930736,-0.09700588023088023,0.02275422077922077,0.7176274891774892,-0.2532285714285714,-0.10391156204906205,0.3056445165945166,7625.416666666667,149317,149321.7872512105,3.323141005539644,3.32324754873835,10583,10610.44344712524,211097.16666666663,4493249,-0.2021735,-0.5083333333333333,-0.575,-0.43333333333333335,NA,208.20608748160757,186.12357200713495,183.5553197077008,188.24081256301457,NA,171.11779358173666,165.65818092602902,161.98218479063948,163.87836946338882,139.12828816392548,128.00916976722155,143.19254953840033,151.62123645872776,131.68988825902693,115.29726282186058,115.43213402216296,1228.6672094709625,159.9219122189275,30045.778578260673,8809.655269423045,21522.0344878649,2366.8095906113326,606.4740621660962,8180.80221148015,27788.11532080955,6301.396095496258,6383.661771526487,3320.917051394503,7467.396428923895,14060.466437509349,6988.236227020155,5062.07450708905,29601.078823052776,11222.551421158823,7335.513418619677,11965.303791441,1438.3856628233125,2249.60869838111,577.9614955182598,8913.4853584786,-3729.14380140745,171073.55535684375
ALLN,Switzerland,SW,SW_ALLN,2017,43.8802,5.6287,NA,3724.6833,9.9835,554.2275,NA,NA,-1.25,-0.25,-0.7315678667050807,NA,-0.5738410079601728,-0.23398060174315896,-0.08089912195398466,-0.23398060174315896,-0.00952779135751103,0.06667277723018569,0.16138084078498838,0.676032716150279,0.00876445143656241,0.08800015595367426,0.42841929975905946,4167.25,143142.25,143053.08014116192,3.0875574297362007,3.0856340489023517,11991.416666666666,12041.262593136093,206147.75,4636100,0.3491060833333333,0.025,0.05833333333333333,0.5333333333333333,92.92935634057972,202.92851375044464,190.95329727480757,183.46554394217728,189.2091759307787,91.96449800724638,166.44642394120737,170.4555312322496,165.75959883700872,167.35551595346334,144.2681668554254,133.26885776218137,146.45595103575002,150.0085776012388,129.95522321850416,114.24901306261314,115.3244368268825,1209.4998385398226,168.17043682600274,31603.66886066525,9703.343493283684,22112.098063556827,2584.0016042619,531.7783990031268,8235.984392049693,27399.41761279435,6254.2440188116225,6485.2188362590105,3399.164601391,7600.795966881117,13814.282116048926,6530.523503085057,4970.10755901165,30262.950628616476,11463.3216635452,7363.545779057147,12443.59107902715,1480.31609632171,2271.177141648425,592.7613407402628,9111.174218779932,-3837.9093317524976,174069.6692651725
ALLN,Switzerland,SW,SW_ALLN,2018,44.9485,5.6288,NA,4095.5038,8.6109000000000009,472.992,NA,NA,-1.25,-0.25,-0.7347285006158347,NA,-0.4627806542775213,-0.1187999210224274,0.04562833592593823,-0.1187999210224274,0.1597714483158217,0.2581426000505604,0.33722314393478076,0.8488454752586146,0.22491249409513475,0.33993460477076204,0.730502705535442,1512.6666666666663,118103.08333333331,117743.05560654626,2.547466261153412,2.539700515660709,23038.833333333336,23289.690048793454,191008.66666666663,4636100,0.5272953333333333,0.23333333333333336,0.5,0.925,95.6813544384058,215.9827553862864,191.96390237641023,180.00822177788183,194.0830332885055,94.97202898550724,175.80906439771238,174.63963194479595,167.40684323182796,172.615284236569,151.99825509681918,138.81951190767285,144.80368995649718,146.87036801280885,127.39500180945603,113.1694582282155,115.83525820675794,1284.7007430672124,195.52765205408824,33291.8598306931,10785.13940970885,22640.633186903175,2975.326692506375,558.260903194543,8531.181542897386,27059.39668029135,6200.191536958558,6737.1358448771825,3546.9625311948,7971.474473430957,14306.905477830876,6510.50213991702,5124.169273843875,31650.0415981845,11587.3903251997,7426.50042253767,12821.0871127969,1489.39775133432,2338.9009920149474,607.1121697624025,9055.273731504152,-3925.20053923065,179363.47085958524
ALLN,Switzerland,SW,SW_ALLN,2019,42.9927,3.147,NA,4370.6493,6.0532,478.1588,NA,NA,-1.25,-0.25,-0.7106353968253969,-0.75,-0.7988531481178792,-0.5945359201142953,-0.4690129283050622,-0.5945359201142953,-0.2999684548024651,-0.18574136322085408,-0.09755111071761528,0.28901191353988837,-0.24978247157749445,-0.10751711464651968,0.22623967088615257,2274.416666666667,106932.08333333331,106777.89709538658,2.30650942243121,2.303183647794195,35829.583333333336,35854.1052139293,181797.5,4636100,0.367076,0.45,0.7333333333333334,0.35833333333333334,98.62872074275364,221.7446196707518,193.7421343283362,177.1030600939479,198.62181512129973,98.6628921195652,180.36502255347435,175.67025294832212,168.3955018182132,178.7453650133494,158.13587651194757,144.2807772755209,143.80464574986874,145.02265924310603,127.3511431540266,113.37997809109808,116.43905019421132,1249.94668076844,192.4973993557365,35007.202799195,11779.394408658474,23307.42569854865,3125.451998378625,541.7105836100408,8580.816546160837,26180.340750595376,6263.648401430262,7007.533456589723,3602.92133568545,8062.675451763767,14401.644448383126,6574.6414463347155,5136.720858303001,32146.29856082,11773.36136488255,7399.399695306218,13227.2822701676,1536.8042062030374,2385.9068997292175,623.7339270514175,9071.690555877658,-3985.826686255425,181890.85478219777
ALLN,Switzerland,SW,SW_ALLN,2020,43.6831,3.2701,NA,4609.4975,9.4373,482.4736,NA,NA,NA,NA,NA,-0.75,-0.7041914751470243,-0.5674091660310195,-0.5025549838859336,-0.5674091660310195,-0.2610095197232211,-0.17303437909662167,-0.0314233255652306,0.36324107910586745,-0.2531898447535175,-6.30993450358439e-4,0.33193812702044967,503936.25,145719.83333333334,146550.75754190068,3.1697111982016533,3.1877855379020557,30420,30360.65856335428,230016.66666666663,4597259,0.11523833333333332,0.11666666666666668,0.30833333333333335,-0.7333333333333334,101.03127572463768,230.80989652797305,200.5880442528405,176.80096465854172,205.05525521390487,101.52282074275362,190.5767798291456,180.45481770174283,173.1526472016778,186.78913688412803,160.38548108714951,145.86164723725688,148.74501290269976,142.65861821254532,128.5175126806257,111.9489091026229,116.60989557465774,1236.1313217184425,188.91951667723652,33799.0851944386,12491.457709203323,21307.6733127134,2864.6964884636527,577.9324828072303,8392.661319921377,26340.395806965076,6152.057391113998,5821.110390553003,2116.978859140347,8245.852234550875,15132.960881125253,7075.273044570375,5211.328296032428,31819.590860497003,12054.448458257077,7429.6407400376,13021.982840294777,1210.8455727176038,2160.26501838123,527.5441165043128,8878.263087432473,-4124.530131745002,177694.627331587
