property_id,ticker,company,report_date,address,city,report_property,target_rental_income_tchf,vacancy_rate_pct,ownership_status,year_construction,year_renovation,site_area_m2,commercial_area_m2,retail_pct,office_pct,hotel_gastronomy_pct,assisted_living_pct,storage_pct,other_pct,source_pdf_page,full_address,simplified_address,simplified_full_address,latitude,longitude,second_pass_address.x,second_pass_full_address.x,second_pass_address.y,second_pass_full_address.y,manual_geocode_address
SPSN_076,SPSN,Swiss Prime Site AG,2025-12-31,Rue de Genève 104–108,Thônex,"Thônex, Rue de Genève 104–108",4888,0.8,sole ownership,2008,NA,9224,11456,54.7,3.1,3.5,NA,13,25.7,4,"Rue de Genève 104–108, Thônex, Switzerland",Rue de Genève 104–108,"Rue de Genève 104–108, Thônex, Switzerland",46.1922118,6.2055099,NA,NA,NA,NA,NA
SPSN_077,SPSN,Swiss Prime Site AG,2025-12-31,Bälliz 67,Thun,"Thun, Bälliz 67",697,0.3,sole ownership,1953,2001,875,3538,18,66.9,1.8,NA,10,3.3,4,"Bälliz 67, Thun, Switzerland",Bälliz 67,"Bälliz 67, Thun, Switzerland",46.757521,7.6299485,NA,NA,NA,NA,NA
SPSN_078,SPSN,Swiss Prime Site AG,2025-12-31,"Göttibachweg 2–2e, 4, 6, 8",Thun,"Thun, Göttibachweg 2–2e, 4, 6, 8",2366,NA,sole ownership land lease,2003,NA,14520,11556,NA,NA,NA,100,NA,NA,4,"Göttibachweg 2–2e, 4, 6, 8, Thun, Switzerland","Göttibachweg 2–2e, 4, 6, 8","Göttibachweg 2–2e, 4, 6, 8, Thun, Switzerland",46.7556896,7.6353596,Göttibachweg 2,"Göttibachweg 2, Thun, Switzerland",Göttibachweg 2,"Göttibachweg 2, Thun, Switzerland",NA
SPSN_079,SPSN,Swiss Prime Site AG,2025-12-31,Chemin de l'Etang 72/Patio Plaza,Vernier,"Vernier, Chemin de l'Etang 72/Patio Plaza",3638,20.5,sole ownership,2000/ 1999/ 2007,NA,10170,13193,NA,83.3,NA,NA,15.8,0.9,4,"Chemin de l'Etang 72/Patio Plaza, Vernier, Switzerland",Chemin de l'Etang 72,"Chemin de l'Etang 72, Vernier, Switzerland",46.2137975,6.1078219,NA,NA,NA,NA,NA
SPSN_080,SPSN,Swiss Prime Site AG,2025-12-31,"Theaterstrasse 15a-c, 17",Winterthur,"Winterthur, Theaterstrasse 15a-c, 17",8468,4.2,sole ownership,2004,2023,15069,36820,NA,70.8,0.5,NA,26,2.7,4,"Theaterstrasse 15a-c, 17, Winterthur, Switzerland","Theaterstrasse 15a-c, 17","Theaterstrasse 15a-c, 17, Winterthur, Switzerland",47.5032776,8.726559,"Theaterstrasse 15a-c, 17","Theaterstrasse 15a-c, 17, Winterthur, Switzerland","Theaterstrasse 15a-c, 17","Theaterstrasse 15a-c, 17, Winterthur, Switzerland","Theaterstrasse 15, Winterthur, Switzerland"
SPSN_081,SPSN,Swiss Prime Site AG,2025-12-31,Alte Tiefenaustrasse 6,Worblaufen,"Worblaufen, Alte Tiefenaustrasse 6",7836,NA,sole ownership,1999,NA,21804,37170,NA,87.4,NA,NA,12.6,NA,4,"Alte Tiefenaustrasse 6, Worblaufen, Switzerland",Alte Tiefenaustrasse 6,"Alte Tiefenaustrasse 6, Worblaufen, Switzerland",46.9804282,7.4579354,NA,NA,NA,NA,NA
SPSN_082,SPSN,Swiss Prime Site AG,2025-12-31,Industriestrasse 21,Zollikofen,"Zollikofen, Industriestrasse 21",1674,NA,sole ownership,1984/ 2003,2016,2906,7263,NA,73.6,3.1,NA,23.3,NA,4,"Industriestrasse 21, Zollikofen, Switzerland",Industriestrasse 21,"Industriestrasse 21, Zollikofen, Switzerland",47.0047458,7.465204,NA,NA,NA,NA,NA
SPSN_083,SPSN,Swiss Prime Site AG,2025-12-31,Forchstrasse 452–456,Zollikon,"Zollikon, Forchstrasse 452–456",663,NA,sole ownership,1998,NA,2626,2251,NA,68.4,NA,NA,31.6,NA,4,"Forchstrasse 452–456, Zollikon, Switzerland",Forchstrasse 452–456,"Forchstrasse 452–456, Zollikon, Switzerland",47.3458002,8.59036,NA,NA,NA,NA,NA
SPSN_084,SPSN,Swiss Prime Site AG,2025-12-31,"Opus Zählerweg 1 4, 6/Dammstrasse 19/Landis+Gyr-Strasse 3/",Zug,"Zug, Opus Zählerweg 1 4, 6/Dammstrasse 19/Landis+Gyr-Strasse 3/",6342,0.4,sole ownership,2002,NA,7400,16035,NA,90.5,NA,NA,9.5,NA,4,"Opus Zählerweg 1 4, 6/Dammstrasse 19/Landis+Gyr-Strasse 3/, Zug, Switzerland","Opus Zählerweg 1 4, 6/Dammstrasse 19/Landis+Gyr-Strasse 3/","Opus Zählerweg 1 4, 6/Dammstrasse 19/Landis+Gyr-Strasse 3/, Zug, Switzerland",47.1763182,8.5144804,Opus Zählerweg 1 4,"Opus Zählerweg 1 4, Zug, Switzerland",Opus Zählerweg 1 4,"Opus Zählerweg 1 4, Zug, Switzerland","Dammstrasse 19, Zug, Switzerland"
SPSN_085,SPSN,Swiss Prime Site AG,2025-12-31,"Zählerweg 8, 10/Dammstrasse 21, 23/Opus 2",Zug,"Zug, Zählerweg 8, 10/Dammstrasse 21, 23/Opus 2",8116,0.6,sole ownership,2003,NA,8981,20089,NA,91.3,NA,NA,8.7,NA,4,"Zählerweg 8, 10/Dammstrasse 21, 23/Opus 2, Zug, Switzerland","Zählerweg 8, 10/Dammstrasse 21, 23/Opus 2","Zählerweg 8, 10/Dammstrasse 21, 23/Opus 2, Zug, Switzerland",47.1768571,8.5133965,Zählerweg 8,"Zählerweg 8, Zug, Switzerland",Zählerweg 8,"Zählerweg 8, Zug, Switzerland",NA
SPSN_086,SPSN,Swiss Prime Site AG,2025-12-31,Affolternstrasse 52/MFO building,Zürich,"Zurich, Affolternstrasse 52/MFO building",338,NA,sole ownership,1889,2025,1367,2851,NA,66.1,7,NA,17.4,9.5,4,"Affolternstrasse 52/MFO building, Zürich, Switzerland",Affolternstrasse 52,"Affolternstrasse 52, Zürich, Switzerland",47.4105575,8.5403118,NA,NA,NA,NA,NA
SPSN_087,SPSN,Swiss Prime Site AG,2025-12-31,"Affolternstrasse 54, 56/Cityport",Zürich,"Zurich, Affolternstrasse 54, 56/Cityport",9632,0.2,sole ownership,2001,NA,9830,23529,NA,92,NA,NA,7.7,0.3,4,"Affolternstrasse 54, 56/Cityport, Zürich, Switzerland","Affolternstrasse 54, 56","Affolternstrasse 54, 56, Zürich, Switzerland",47.41176,8.5297242,Affolternstrasse 54,"Affolternstrasse 54, Zürich, Switzerland",Affolternstrasse 54,"Affolternstrasse 54, Zürich, Switzerland",NA
SPSN_088,SPSN,Swiss Prime Site AG,2025-12-31,Albisriederstrasse/Rütiwiesweg/YOND,Zürich,"Zurich, Albisriederstrasse/Rütiwiesweg/YOND",5672,0.1,sole ownership,2019,NA,9021,18547,4.4,89.2,NA,NA,6.4,NA,4,"Albisriederstrasse/Rütiwiesweg/YOND, Zürich, Switzerland",Albisriederstrasse,"Albisriederstrasse, Zürich, Switzerland",47.3777658,8.5072702,NA,NA,NA,NA,NA
SPSN_089,SPSN,Swiss Prime Site AG,2025-12-31,Bahnhofstrasse 106,Zürich,"Zurich, Bahnhofstrasse 106",1670,3,sole ownership,1958,NA,200,1208,11.7,53.3,NA,NA,35,NA,4,"Bahnhofstrasse 106, Zürich, Switzerland",Bahnhofstrasse 106,"Bahnhofstrasse 106, Zürich, Switzerland",47.3765587,8.5399531,NA,NA,NA,NA,NA
SPSN_090,SPSN,Swiss Prime Site AG,2025-12-31,Bahnhofstrasse 42,Zürich,"Zurich, Bahnhofstrasse 42",3498,NA,sole ownership,1968,1990,482,2003,42.7,44.6,NA,NA,12.7,NA,4,"Bahnhofstrasse 42, Zürich, Switzerland",Bahnhofstrasse 42,"Bahnhofstrasse 42, Zürich, Switzerland",47.3717303,8.5386834,NA,NA,NA,NA,NA
SPSN_091,SPSN,Swiss Prime Site AG,2025-12-31,Bahnhofstrasse 69,Zürich,"Zurich, Bahnhofstrasse 69",1889,0.1,sole sole ownership ownership,1898,2007/ 2007,230,1129,10.8,74.5,NA,NA,14.4,0.3,4,"Bahnhofstrasse 69, Zürich, Switzerland",Bahnhofstrasse 69,"Bahnhofstrasse 69, Zürich, Switzerland",47.3740478,8.5381433,NA,NA,NA,NA,NA
SPSN_092,SPSN,Swiss Prime Site AG,2025-12-31,Bahnhofstrasse 69a,Zürich,"Zurich, Bahnhofstrasse 69a",227,NA,18.12.2025 bought,1966– 1897,2013– 2025,269,1346,46.4,51.4,NA,NA,2.2,NA,4,"Bahnhofstrasse 69a, Zürich, Switzerland",Bahnhofstrasse 69a,"Bahnhofstrasse 69a, Zürich, Switzerland",47.3741965,8.5381575,NA,NA,NA,NA,NA
SPSN_093,SPSN,Swiss Prime Site AG,2025-12-31,"Beethovenstrasse 33, Dreikönigstrasse 24",Zürich,"Zurich, Beethovenstrasse 33, Dreikönigstrasse 24",3927,NA,sole ownership,1968,2015– 2016,1347,5786,NA,85.9,2.1,NA,11,1,4,"Beethovenstrasse 33, Dreikönigstrasse 24, Zürich, Switzerland","Beethovenstrasse 33, Dreikönigstrasse 24","Beethovenstrasse 33, Dreikönigstrasse 24, Zürich, Switzerland",47.3672415,8.535742,"Beethovenstrasse 33, Dreikönigstrasse 24","Beethovenstrasse 33, Dreikönigstrasse 24, Zürich, Switzerland","Beethovenstrasse 33, Dreikönigstrasse 24","Beethovenstrasse 33, Dreikönigstrasse 24, Zürich, Switzerland","Beethovenstrasse 33, Zürich, Switzerland"
SPSN_094,SPSN,Swiss Prime Site AG,2025-12-31,Brandschenkestrasse 25,Zürich,"Zurich, Brandschenkestrasse 25",7855,NA,sole ownership,1910,2017,3902,17164,NA,NA,70.6,NA,29.4,NA,4,"Brandschenkestrasse 25, Zürich, Switzerland",Brandschenkestrasse 25,"Brandschenkestrasse 25, Zürich, Switzerland",47.3693519,8.5334758,NA,NA,NA,NA,NA
SPSN_095,SPSN,Swiss Prime Site AG,2025-12-31,Carl-Spitteler-Strasse 68/70,Zürich,"Zurich, Carl-Spitteler-Strasse 68/70",4328,NA,sole ownership,1993,NA,11732,19343,NA,NA,NA,100,NA,NA,4,"Carl-Spitteler-Strasse 68/70, Zürich, Switzerland",Carl-Spitteler-Strasse 68/70,"Carl-Spitteler-Strasse 68/70, Zürich, Switzerland",47.3568962,8.5904607,NA,NA,NA,NA,NA
SPSN_096,SPSN,Swiss Prime Site AG,2025-12-31,Etzelstrasse 14,Zürich,"Zurich, Etzelstrasse 14",1277,NA,sole ownership,2017,2013–,1809,2135,NA,NA,NA,100,NA,NA,4,"Etzelstrasse 14, Zürich, Switzerland",Etzelstrasse 14,"Etzelstrasse 14, Zürich, Switzerland",47.3446492,8.53147,NA,NA,NA,NA,NA
SPSN_097,SPSN,Swiss Prime Site AG,2025-12-31,Flurstrasse 55/Medienpark,Zürich,"Zurich, Flurstrasse 55/Medienpark",6830,2,sole ownership,1979,2015,8270,24860,1.7,68.4,4,NA,23.1,2.8,4,"Flurstrasse 55/Medienpark, Zürich, Switzerland",Flurstrasse 55,"Flurstrasse 55, Zürich, Switzerland",47.3841864,8.4949117,NA,NA,NA,NA,NA
SPSN_098,SPSN,Swiss Prime Site AG,2025-12-31,Flurstrasse 89,Zürich,"Zurich, Flurstrasse 89",531,NA,sole ownership,1949,2003,2330,3331,NA,12,NA,NA,88,NA,4,"Flurstrasse 89, Zürich, Switzerland",Flurstrasse 89,"Flurstrasse 89, Zürich, Switzerland",47.3819156,8.4926703,NA,NA,NA,NA,NA
SPSN_099,SPSN,Swiss Prime Site AG,2025-12-31,Fraumünsterstrasse 16,Zürich,"Zurich, Fraumünsterstrasse 16",1815,3.6,sole ownership,1901,2017,2475,8588,15.4,73.9,NA,NA,10.7,NA,4,"Fraumünsterstrasse 16, Zürich, Switzerland",Fraumünsterstrasse 16,"Fraumünsterstrasse 16, Zürich, Switzerland",47.3688121,8.5409873,NA,NA,NA,NA,NA
SPSN_100,SPSN,Swiss Prime Site AG,2025-12-31,Giesshübelstrasse 15,Zürich,"Zurich, Giesshübelstrasse 15",1411,1.8,sole ownership,1956,1999,1713,2854,NA,88.2,NA,NA,11.8,NA,4,"Giesshübelstrasse 15, Zürich, Switzerland",Giesshübelstrasse 15,"Giesshübelstrasse 15, Zürich, Switzerland",47.3596467,8.5230926,NA,NA,NA,NA,NA
SPSN_101,SPSN,Swiss Prime Site AG,2025-12-31,Hagenholzstrasse 60/SkyKey,Zürich,"Zurich, Hagenholzstrasse 60/SkyKey",11910,NA,sole ownership,2014,NA,9573,41251,NA,86,9.8,NA,4.2,NA,4,"Hagenholzstrasse 60/SkyKey, Zürich, Switzerland",Hagenholzstrasse 60,"Hagenholzstrasse 60, Zürich, Switzerland",47.4143518,8.5550072,NA,NA,NA,NA,NA
SPSN_102,SPSN,Swiss Prime Site AG,2025-12-31,Hardstrasse 201/Prime Tower,Zürich,"Zurich, Hardstrasse 201/Prime Tower",25167,0.1,sole ownership,1929– 2011,NA,10451,48054,0.7,87.5,5.4,NA,6.3,0.1,4,"Hardstrasse 201/Prime Tower, Zürich, Switzerland",Hardstrasse 201,"Hardstrasse 201, Zürich, Switzerland",47.3860914,8.5172706,NA,NA,NA,NA,NA
SPSN_103,SPSN,Swiss Prime Site AG,2025-12-31,Hardstrasse 219/Eventblock Maag,Zürich,"Zurich, Hardstrasse 219/Eventblock Maag",903,2.9,sole ownership,1962/ 1978,NA,9507,7183,NA,21.7,NA,NA,76.2,2.1,4,"Hardstrasse 219/Eventblock Maag, Zürich, Switzerland",Hardstrasse 219,"Hardstrasse 219, Zürich, Switzerland",47.3908705,8.5221024,NA,NA,NA,NA,NA
SPSN_104,SPSN,Swiss Prime Site AG,2025-12-31,"Josefstrasse 53, 59",Zürich,"Zurich, Josefstrasse 53, 59",4224,1,sole ownership,1972,2001,2931,12189,5.6,77.8,1.4,NA,14.7,0.5,4,"Josefstrasse 53, 59, Zürich, Switzerland","Josefstrasse 53, 59","Josefstrasse 53, 59, Zürich, Switzerland",47.3817775,8.5322477,Josefstrasse 53,"Josefstrasse 53, Zürich, Switzerland",Josefstrasse 53,"Josefstrasse 53, Zürich, Switzerland",NA
SPSN_105,SPSN,Swiss Prime Site AG,2025-12-31,Juchstrasse 3/West-Log,Zürich,"Zurich, Juchstrasse 3/West-Log",3352,8.9,sole ownership,2021,NA,7692,17393,1.3,43.3,NA,NA,54.6,0.8,4,"Juchstrasse 3/West-Log, Zürich, Switzerland",Juchstrasse 3,"Juchstrasse 3, Zürich, Switzerland",47.3918082,8.6658813,NA,NA,NA,NA,NA
SPSN_106,SPSN,Swiss Prime Site AG,2025-12-31,Jupiterstrasse 15/Böcklinstrasse 19,Zürich,"Zurich, Jupiterstrasse 15/Böcklinstrasse 19",992,NA,sole ownership,1995,1996,1630,1829,NA,NA,NA,100,NA,NA,5,"Jupiterstrasse 15/Böcklinstrasse 19, Zürich, Switzerland",Jupiterstrasse 15/Böcklinstrasse 19,"Jupiterstrasse 15/Böcklinstrasse 19, Zürich, Switzerland",47.3639039,8.5609025,Jupiterstrasse 15,"Jupiterstrasse 15, Zürich, Switzerland",Jupiterstrasse 15,"Jupiterstrasse 15, Zürich, Switzerland",NA
SPSN_107,SPSN,Swiss Prime Site AG,2025-12-31,"Regensdorferstrasse Kappenbühlweg 18a 9, 11/Holbrigstrasse 10/",Zürich,"Zurich, Regensdorferstrasse Kappenbühlweg 18a 9, 11/Holbrigstrasse 10/",3201,NA,sole ownership,1991,NA,9557,14790,NA,NA,NA,100,NA,NA,5,"Regensdorferstrasse Kappenbühlweg 18a 9, 11/Holbrigstrasse 10/, Zürich, Switzerland","Regensdorferstrasse Kappenbühlweg 18a 9, 11/Holbrigstrasse 10/","Regensdorferstrasse Kappenbühlweg 18a 9, 11/Holbrigstrasse 10/, Zürich, Switzerland",47.4035729,8.4986268,Regensdorferstrasse Kappenbühlweg 18a 9,"Regensdorferstrasse Kappenbühlweg 18a 9, Zürich, Switzerland",Regensdorferstrasse Kappenbühlweg 18a 9,"Regensdorferstrasse Kappenbühlweg 18a 9, Zürich, Switzerland","Kappenbühlweg 9, Zürich, Switzerland"
SPSN_108,SPSN,Swiss Prime Site AG,2025-12-31,Maagplatz 1/Platform,Zürich,"Zurich, Maagplatz 1/Platform",7369,NA,sole ownership,2011,NA,5907,20310,2.1,91.1,0.5,NA,6.3,NA,5,"Maagplatz 1/Platform, Zürich, Switzerland",Maagplatz 1,"Maagplatz 1, Zürich, Switzerland",47.3859319,8.516496,NA,NA,NA,NA,NA
SPSN_109,SPSN,Swiss Prime Site AG,2025-12-31,Manessestrasse 85,Zürich,"Zurich, Manessestrasse 85",2728,4.3,sole ownership,1985,2012,3284,8306,NA,71.2,NA,NA,22.8,6,5,"Manessestrasse 85, Zürich, Switzerland",Manessestrasse 85,"Manessestrasse 85, Zürich, Switzerland",47.3656138,8.5220002,NA,NA,NA,NA,NA
SPSN_110,SPSN,Swiss Prime Site AG,2025-12-31,"Müllerstrasse 16, 20",Zürich,"Zurich, Müllerstrasse 16, 20",10474,NA,sole ownership,1980,2023,3864,15897,NA,86.5,NA,NA,10.9,2.6,5,"Müllerstrasse 16, 20, Zürich, Switzerland","Müllerstrasse 16, 20","Müllerstrasse 16, 20, Zürich, Switzerland",47.3742526,8.5312727,Müllerstrasse 16,"Müllerstrasse 16, Zürich, Switzerland",Müllerstrasse 16,"Müllerstrasse 16, Zürich, Switzerland",NA
SPSN_111,SPSN,Swiss Prime Site AG,2025-12-31,Nansenstrasse 5/7,Zürich,"Zurich, Nansenstrasse 5/7",2413,0.4,sole ownership,1985,NA,1740,5871,39,27.1,NA,NA,6.2,27.7,5,"Nansenstrasse 5/7, Zürich, Switzerland",Nansenstrasse 5/7,"Nansenstrasse 5/7, Zürich, Switzerland",47.4108162,8.5456052,NA,NA,NA,NA,NA
SPSN_112,SPSN,Swiss Prime Site AG,2025-12-31,"Ohmstrasse 11, 11a",Zürich,"Zurich, Ohmstrasse 11, 11a",1734,0.4,sole ownership,1927,2007,1970,5992,55.1,23.5,2.2,NA,15.9,3.3,5,"Ohmstrasse 11, 11a, Zürich, Switzerland","Ohmstrasse 11, 11a","Ohmstrasse 11, 11a, Zürich, Switzerland",47.4103862,8.5456451,Ohmstrasse 11,"Ohmstrasse 11, Zürich, Switzerland",Ohmstrasse 11,"Ohmstrasse 11, Zürich, Switzerland",NA
SPSN_113,SPSN,Swiss Prime Site AG,2025-12-31,Pfingstweidstrasse 51/Fifty-One,Zürich,"Zurich, Pfingstweidstrasse 51/Fifty-One",6744,NA,sole sole ownership ownership,2011,NA,6195,20583,NA,86.6,4.1,NA,9.3,NA,5,"Pfingstweidstrasse 51/Fifty-One, Zürich, Switzerland",Pfingstweidstrasse 51,"Pfingstweidstrasse 51, Zürich, Switzerland",47.3887667,8.5151127,NA,NA,NA,NA,NA
SPSN_114,SPSN,Swiss Prime Site AG,2025-12-31,Pfingstweidstrasse 110,Zürich,"Zurich, Pfingstweidstrasse 110",625,NA,01.12.2025 bought,2016,NA,5974,19364,NA,92,NA,NA,8,NA,5,"Pfingstweidstrasse 110, Zürich, Switzerland",Pfingstweidstrasse 110,"Pfingstweidstrasse 110, Zürich, Switzerland",47.391603,8.506962,NA,NA,NA,NA,NA
SPSN_115,SPSN,Swiss Prime Site AG,2025-12-31,Querstrasse 6,Zürich,"Zurich, Querstrasse 6",197,NA,sole ownership,1927,1990,280,563,7.6,5.7,NA,NA,NA,86.7,5,"Querstrasse 6, Zürich, Switzerland",Querstrasse 6,"Querstrasse 6, Zürich, Switzerland",47.4100991,8.5454702,NA,NA,NA,NA,NA
SPSN_116,SPSN,Swiss Prime Site AG,2025-12-31,Restelbergstrasse 108,Zürich,"Zurich, Restelbergstrasse 108",376,NA,sole ownership,1936,1997,1469,672,NA,NA,NA,100,NA,NA,5,"Restelbergstrasse 108, Zürich, Switzerland",Restelbergstrasse 108,"Restelbergstrasse 108, Zürich, Switzerland",47.3861887,8.5534238,NA,NA,NA,NA,NA
SPSN_117,SPSN,Swiss Prime Site AG,2025-12-31,Siewerdtstrasse 8,Zürich,"Zurich, Siewerdtstrasse 8",1131,NA,sole ownership,1981,NA,1114,3687,NA,91.1,NA,NA,8.9,NA,5,"Siewerdtstrasse 8, Zürich, Switzerland",Siewerdtstrasse 8,"Siewerdtstrasse 8, Zürich, Switzerland",47.4119731,8.5472918,NA,NA,NA,NA,NA
SPSN_118,SPSN,Swiss Prime Site AG,2025-12-31,Sihlstrasse 24/St. Annagasse 16,Zürich,"Zurich, Sihlstrasse 24/St. Annagasse 16",1743,8.2,sole ownership,1885,2007,1155,2830,3.9,71.1,15.3,NA,6.1,3.6,5,"Sihlstrasse 24/St. Annagasse 16, Zürich, Switzerland",Sihlstrasse 24/St. Annagasse 16,"Sihlstrasse 24/St. Annagasse 16, Zürich, Switzerland",47.3734066,8.5368208,Sihlstrasse 24,"Sihlstrasse 24, Zürich, Switzerland",Sihlstrasse 24,"Sihlstrasse 24, Zürich, Switzerland",NA
SPSN_119,SPSN,Swiss Prime Site AG,2025-12-31,Steinmühleplatz 1/St. Annagasse 18/Sihlstrasse 20,Zürich,"Zurich, Steinmühleplatz 1/St. Annagasse 18/Sihlstrasse 20",3622,6.6,sole sole ownership ownership,1957,1999,1534,6509,12.7,65.7,NA,NA,17.4,4.2,5,"Steinmühleplatz 1/St. Annagasse 18/Sihlstrasse 20, Zürich, Switzerland",Steinmühleplatz 1/St. Annagasse 18/Sihlstrasse 20,"Steinmühleplatz 1/St. Annagasse 18/Sihlstrasse 20, Zürich, Switzerland",47.373957,8.5369024,Steinmühleplatz 1,"Steinmühleplatz 1, Zürich, Switzerland",Steinmühleplatz 1,"Steinmühleplatz 1, Zürich, Switzerland",NA
SPSN_120,SPSN,Swiss Prime Site AG,2025-12-31,Steinmühleplatz/Jelmoli parking,Zürich,"Zurich, Steinmühleplatz/Jelmoli parking",2462,NA,with conces- sion,1972,2009,1970,84,100,NA,NA,NA,NA,NA,5,"Steinmühleplatz/Jelmoli parking, Zürich, Switzerland",Steinmühleplatz,"Steinmühleplatz, Zürich, Switzerland",47.3739932,8.536562,NA,NA,NA,NA,NA
SPSN_121,SPSN,Swiss Prime Site AG,2025-12-31,"Talacker 21, 23",Zürich,"Zurich, Talacker 21, 23",1981,6.5,sole ownership,1942/ 1972/ 1965,2008,1720,4949,9.4,64.8,NA,NA,25.8,NA,5,"Talacker 21, 23, Zürich, Switzerland","Talacker 21, 23","Talacker 21, 23, Zürich, Switzerland",47.3705269,8.536834,Talacker 21,"Talacker 21, Zürich, Switzerland",Talacker 21,"Talacker 21, Zürich, Switzerland",NA
SPSN_122,SPSN,Swiss Prime Site AG,2025-12-31,Vulkanstrasse 126,Zürich,"Zurich, Vulkanstrasse 126",50,NA,sole ownership,1942/1972/1979,NA,4298,2273,NA,17.1,NA,NA,82.9,NA,5,"Vulkanstrasse 126, Zürich, Switzerland",Vulkanstrasse 126,"Vulkanstrasse 126, Zürich, Switzerland",47.3946486,8.4808867,NA,NA,NA,NA,NA
