date,total_return_index,price,total_assets,market_cap,folder,country_code,country,ticker,monthly_return,monthly_log_return
2018-07-31,122.01239,107.05096,1270.214,861.7603,SW_HIAG,SW,Switzerland,HIAG,0.03768515270963091,0.03699241764356349
2018-08-31,129.1922,113.35037,1270.214,912.4704,SW_HIAG,SW,Switzerland,HIAG,0.05884492550305764,0.0571786210553359
2018-09-28,125.64878,110.24145,1270.214,887.4436,SW_HIAG,SW,Switzerland,HIAG,-0.02742750723340892,-0.027810663577121905
2018-10-31,118.8705,104.29434,1270.214,839.5694,SW_HIAG,SW,Switzerland,HIAG,-0.0539462460359742,-0.05545588917246831
2018-11-30,114.4659,100.42984,1270.214,808.4602,SW_HIAG,SW,Switzerland,HIAG,-0.03705376859691856,-0.03775770321521093
2018-12-28,117.87331,103.41942,1419.4072,832.5264,SW_HIAG,SW,Switzerland,HIAG,0.02976790467728807,0.029333441584970248
2019-01-31,116.1895,101.94208,1419.4072,820.6338,SW_HIAG,SW,Switzerland,HIAG,-0.014284913183484904,-0.014387924740023239
2019-02-28,124.98308,109.65738,1419.4072,882.7419,SW_HIAG,SW,Switzerland,HIAG,0.0756830866816709,0.07295588925112322
2019-03-29,133.63635,117.24956,1419.4072,943.859,SW_HIAG,SW,Switzerland,HIAG,0.06923553172157382,0.06694393679328035
2019-04-30,134.01293,114.20562,1419.4072,919.3553,SW_HIAG,SW,Switzerland,HIAG,0.002817945865776883,0.002813982899529561
2019-05-31,140.07934,119.37541,1419.4072,960.972,SW_HIAG,SW,Switzerland,HIAG,0.04526734845660041,0.04427268854000222
2019-06-28,123.72426,105.43763,1458.8775,848.773,SW_HIAG,SW,Switzerland,HIAG,-0.11675583280161084,-0.12415359655932201
2019-07-31,136.35175,116.19877,1458.8775,935.4001,SW_HIAG,SW,Switzerland,HIAG,0.10206155203514666,0.09718256401223009
2019-08-30,127.7886,108.90126,1458.8775,876.6552,SW_HIAG,SW,Switzerland,HIAG,-0.06280190756627624,-0.06486060773925356
2019-09-30,121.87219,103.8593,1458.8775,836.0674,SW_HIAG,SW,Switzerland,HIAG,-0.04629841785573985,-0.04740446344482429
2019-10-31,112.58889,95.94809,1458.8775,772.3821,SW_HIAG,SW,Switzerland,HIAG,-0.07617242292929993,-0.07922982965515359
2019-11-29,111.88062,95.34451,1458.8775,767.5233,SW_HIAG,SW,Switzerland,HIAG,-0.006290762791959392,-0.00631063301662436
2019-12-30,116.76653,99.50827,1500.5857,801.0416,SW_HIAG,SW,Switzerland,HIAG,0.043670744763480984,0.042744061139123005
2020-01-31,119.17897,101.56415,1500.5857,817.5914,SW_HIAG,SW,Switzerland,HIAG,0.02066037245433261,0.020449841782527713
2020-02-28,118.95865,101.37639,1500.5857,816.0799,SW_HIAG,SW,Switzerland,HIAG,-0.001848648297598121,-0.001850359156705224
2020-03-31,102.98258,87.76161,1500.5857,706.4809,SW_HIAG,SW,Switzerland,HIAG,-0.13429935528017511,-0.14421610602252655
2020-04-30,98.14232,83.63675,1500.5857,673.2758,SW_HIAG,SW,Switzerland,HIAG,-0.047000764595332534,-0.04814117763185861
2020-05-29,102.23807,87.12714,1500.5857,701.3735,SW_HIAG,SW,Switzerland,HIAG,0.041732761157470044,0.040885443218515144
2020-06-30,101.6043,86.58704,1583.7182,697.0256,SW_HIAG,SW,Switzerland,HIAG,-0.00619896287165822,-0.006218256215807967
2020-07-31,96.55536,82.28434,1583.7182,662.3889,SW_HIAG,SW,Switzerland,HIAG,-0.04969218822431731,-0.050969334472775324
2020-08-31,102.29295,87.17391,1583.7182,701.7499,SW_HIAG,SW,Switzerland,HIAG,0.05942280159278579,0.05772423301615843
2020-09-30,97.12853,82.77279,1583.7182,666.321,SW_HIAG,SW,Switzerland,HIAG,-0.0504865682336858,-0.051805602683128525
2020-10-30,102.18709,87.08369,1583.7182,734.3768,SW_HIAG,SW,Switzerland,HIAG,0.05208109296001906,0.05077019590741164
2020-11-30,108.37114,92.35373,1583.7182,778.819,SW_HIAG,SW,Switzerland,HIAG,0.06051694005573505,0.05875646854493788
2020-12-30,118.4121,100.91062,1558.7032,850.9793,SW_HIAG,SW,Switzerland,HIAG,0.09265344998677683,0.08860909577815577
2021-01-29,112.41732,95.80188,1558.7032,807.8972,SW_HIAG,SW,Switzerland,HIAG,-0.050626414023566824,-0.05195289505895412
2021-02-26,107.29134,91.43352,1558.7032,771.0589,SW_HIAG,SW,Switzerland,HIAG,-0.045597777993640065,-0.04667008003018538
2021-03-31,115.54491,98.46721,1558.7032,830.374,SW_HIAG,SW,Switzerland,HIAG,0.07692671188560052,0.07411134747036884
2021-04-30,115.61473,96.54401,1558.7032,814.1557,SW_HIAG,SW,Switzerland,HIAG,0.0006042672065778021,0.0006040847106631596
2021-05-31,108.96056,90.98745,1558.7032,767.2972,SW_HIAG,SW,Switzerland,HIAG,-0.057554690479318604,-0.05927738837736447
2021-06-30,111.38581,93.01266,1678.1535,784.3757,SW_HIAG,SW,Switzerland,HIAG,0.022258053739812045,0.022013958676003472
2021-07-30,114.20671,95.36825,1678.1535,804.2405,SW_HIAG,SW,Switzerland,HIAG,0.025325488049150913,0.02501011149850326
2021-08-31,112.39998,93.85954,1678.1535,791.5175,SW_HIAG,SW,Switzerland,HIAG,-0.015819823546269762,-0.01594629253960413
2021-09-30,110.79586,92.52002,1678.1535,780.2214,SW_HIAG,SW,Switzerland,HIAG,-0.014271532788528885,-0.014374350529461757
2021-10-29,109.80365,91.69147,1678.1535,773.2342,SW_HIAG,SW,Switzerland,HIAG,-0.00895529851025123,-0.008995638212599289
2021-11-30,106.06896,88.57283,1678.1535,896.3216,SW_HIAG,SW,Switzerland,HIAG,-0.03401243947719401,-0.03460432215811613
2021-12-30,109.95643,91.81906,1839.9022,929.1721,SW_HIAG,SW,Switzerland,HIAG,0.036650401776353814,0.03599474779514654
2022-01-31,108.578,90.668,1839.9022,917.5239,SW_HIAG,SW,Switzerland,HIAG,-0.012536147272151243,-0.012615387709391572
2022-02-28,110.03886,91.88789,1839.9022,929.8687,SW_HIAG,SW,Switzerland,HIAG,0.013454475123874099,0.013364767424362111
2022-03-31,121.86469,101.76304,1839.9022,1029.8013,SW_HIAG,SW,Switzerland,HIAG,0.10746957938313795,0.10207775473429695
2022-04-29,117.93488,98.48146,1839.9022,996.593,SW_HIAG,SW,Switzerland,HIAG,-0.032247322829935365,-0.032778723142192434
2022-05-31,111.12057,90.22367,1839.9022,913.0275,SW_HIAG,SW,Switzerland,HIAG,-0.057780276708637945,-0.05951677970311118
2022-06-30,103.47987,84.01985,1943.4372,850.2473,SW_HIAG,SW,Switzerland,HIAG,-0.0687604464231959,-0.07123872698693252
2022-07-29,108.57932,88.16032,1943.4372,892.1472,SW_HIAG,SW,Switzerland,HIAG,0.049279632840667276,0.048103864758588126
2022-08-31,107.27518,87.10143,1943.4372,881.4317,SW_HIAG,SW,Switzerland,HIAG,-0.012010942783579726,-0.012083656987487479
2022-09-30,107.41471,87.21472,1943.4372,882.5781,SW_HIAG,SW,Switzerland,HIAG,0.0013006736506990801,0.0012998285074838994
2022-10-31,100.30219,81.43975,1943.4372,824.1377,SW_HIAG,SW,Switzerland,HIAG,-0.06621551182328755,-0.06850960808818576
2022-11-30,102.1565,82.94535,1943.4372,839.3737,SW_HIAG,SW,Switzerland,HIAG,0.018487233429300032,0.018318421927027758
2022-12-30,102.27606,83.04242,2024.7789,840.3561,SW_HIAG,SW,Switzerland,HIAG,0.0011703611615512255,0.0011696768228239265
2023-01-31,102.05122,82.85987,2024.7789,838.5087,SW_HIAG,SW,Switzerland,HIAG,-0.002198363918203383,-0.0022007838674316838
2023-02-28,99.85706,81.07833,2024.7789,820.4803,SW_HIAG,SW,Switzerland,HIAG,-0.021500575887284823,-0.021735080687093806
2023-03-31,98.95463,80.34561,2024.7789,813.0654,SW_HIAG,SW,Switzerland,HIAG,-0.009037217799122144,-0.009078301158719977
2023-04-28,103.85473,84.32422,2024.7789,853.3273,SW_HIAG,SW,Switzerland,HIAG,0.049518653144375424,0.0483316334835176
2023-05-31,102.25341,80.19474,2024.7789,811.5387,SW_HIAG,SW,Switzerland,HIAG,-0.015418845150336424,-0.015538951746078599
2023-06-30,99.20304,77.80241,2103.6708,787.3293,SW_HIAG,SW,Switzerland,HIAG,-0.02983147456891655,-0.030285485017512208
2023-07-31,101.25278,79.40997,2103.6708,803.5971,SW_HIAG,SW,Switzerland,HIAG,0.020662068420483903,0.02045150341727716
2023-08-31,99.66273,78.16294,2103.6708,790.9776,SW_HIAG,SW,Switzerland,HIAG,-0.01570376635584725,-0.0158283767851032
2023-09-29,104.12901,81.66572,2103.6708,826.4245,SW_HIAG,SW,Switzerland,HIAG,0.04481394398889127,0.043838825535285376
2023-10-31,103.39409,81.08934,2103.6708,820.5917,SW_HIAG,SW,Switzerland,HIAG,-0.007057783416936192,-0.007082807382313568
2023-11-30,106.2591,83.3363,2103.6708,843.33,SW_HIAG,SW,Switzerland,HIAG,0.027709610868474233,0.02733264742814008
2023-12-29,109.58653,85.94592,2158.6383,869.7383,SW_HIAG,SW,Switzerland,HIAG,0.031314306257063995,0.030834014305207966
2024-01-31,103.61544,81.26294,2158.6383,822.3485,SW_HIAG,SW,Switzerland,HIAG,-0.05448744476168732,-0.05602811203121526
2024-02-29,94.83385,74.37577,2158.6383,752.653,SW_HIAG,SW,Switzerland,HIAG,-0.08475175128339951,-0.0885599404317505
2024-03-28,103.78267,81.3941,2158.6383,823.6758,SW_HIAG,SW,Switzerland,HIAG,0.09436314143103974,0.09017258807103691
2024-04-30,100.47743,75.71337,2158.6383,766.189,SW_HIAG,SW,Switzerland,HIAG,-0.03184770636561962,-0.03236587594564263
2024-05-31,99.68552,75.11664,2158.6383,760.1504,SW_HIAG,SW,Switzerland,HIAG,-0.007881471490662095,-0.007912694450541552
2024-06-28,101.16754,76.2334,2103.5069,771.4515,SW_HIAG,SW,Switzerland,HIAG,0.014866953595667809,0.014757523700677748
2024-07-31,104.02073,78.38337,2103.5069,793.2084,SW_HIAG,SW,Switzerland,HIAG,0.02820262309432442,0.02781225178785551
2024-08-30,111.23268,83.81784,2103.5069,848.203,SW_HIAG,SW,Switzerland,HIAG,0.06933185337191916,0.0670340173313844
2024-09-30,116.99772,88.16201,2103.5069,892.1643,SW_HIAG,SW,Switzerland,HIAG,0.051828653233923605,0.05053022389552895
2024-10-31,116.06232,87.45715,2103.5069,885.0314,SW_HIAG,SW,Switzerland,HIAG,-0.007995027595409598,-0.008027159205199398
2024-11-29,117.72209,88.70785,2103.5069,897.6879,SW_HIAG,SW,Switzerland,HIAG,0.014300679152372542,0.014199388977004282
2024-12-30,120.46878,90.77758,2167.2977,918.6328,SW_HIAG,SW,Switzerland,HIAG,0.02333198467679254,0.023063955024713197
2025-01-31,123.1507,92.7985,2167.2977,939.0837,SW_HIAG,SW,Switzerland,HIAG,0.022262365402887063,0.022018176450533535
2025-02-28,129.35276,97.47197,2167.2977,986.3774,SW_HIAG,SW,Switzerland,HIAG,0.05036154889903166,0.04913443718546793
2025-03-31,131.56776,99.14106,2167.2977,1003.2679,SW_HIAG,SW,Switzerland,HIAG,0.01712371657164491,0.01697875821419534
2025-04-30,146.92973,107.08887,2167.2977,1083.6965,SW_HIAG,SW,Switzerland,HIAG,0.11676089947871748,0.1104324412013141
2025-05-30,149.08364,108.65873,2167.2977,1099.5829,SW_HIAG,SW,Switzerland,HIAG,0.014659456598742793,0.014553045457275026
2025-06-30,162.43234,118.38785,2238.6747,1198.0377,SW_HIAG,SW,Switzerland,HIAG,0.08953832895413605,0.08575405509959075
2025-07-31,159.97147,116.59426,2238.6747,1179.8873,SW_HIAG,SW,Switzerland,HIAG,-0.01515012342985389,-0.015266058999023164
2025-08-29,155.19621,113.11384,2238.6747,1144.6669,SW_HIAG,SW,Switzerland,HIAG,-0.02985069775254301,-0.030305299486412994
2025-09-30,163.88146,119.44403,2238.6747,1208.7258,SW_HIAG,SW,Switzerland,HIAG,0.05596302899407135,0.05445317424890967
2025-10-31,163.75975,119.35533,2238.6747,1207.8282,SW_HIAG,SW,Switzerland,HIAG,-0.0007426709525287789,-0.0007429468692193096
2025-11-28,169.91481,123.84141,2238.6747,1253.2255,SW_HIAG,SW,Switzerland,HIAG,0.03758591473179451,0.036896779074251776
2025-12-30,174.94607,127.50841,2278.7892,1290.3341,SW_HIAG,SW,Switzerland,HIAG,0.02961048539559319,0.029180561198577617
2026-01-30,186.25194,135.74863,2278.7892,1373.7218,SW_HIAG,SW,Switzerland,HIAG,0.06462488697231095,0.06262251831243414
2026-02-27,205.09001,149.47865,2278.7892,1512.6641,SW_HIAG,SW,Switzerland,HIAG,0.10114294648420863,0.09634868263191758
2026-03-31,200.63739,146.23338,2278.7892,1479.8233,SW_HIAG,SW,Switzerland,HIAG,-0.02171056503434754,-0.021949706957981003
2026-04-30,209.4765,148.65521,2278.7892,1504.3313,SW_HIAG,SW,Switzerland,HIAG,0.04405514844466407,0.04311231224601179
2016-06-30,52.94945,52.94945,1051.9068,677.7529,SW_IREN,SW,Switzerland,IREN,,
2016-07-29,55.67214,55.67214,1051.9068,712.6034,SW_IREN,SW,Switzerland,IREN,0.05142055299913406,0.050142157432742106
2016-08-31,54.49728,54.49728,1051.9068,697.5651,SW_IREN,SW,Switzerland,IREN,-0.02110319452422693,-0.021329050101655495
2016-09-30,53.09881,53.09881,1051.9068,679.6648,SW_IREN,SW,Switzerland,IREN,-0.02566128070978957,-0.025996274716225433
2016-10-31,52.69188,52.69188,1051.9068,674.4561,SW_IREN,SW,Switzerland,IREN,-0.0076636369063638465,-0.007693153471207699
2016-11-30,51.48895,51.48895,1051.9068,659.0586,SW_IREN,SW,Switzerland,IREN,-0.022829513769483945,-0.02309414243848822
2016-12-30,53.12997,53.12997,1025.0822,680.0636,SW_IREN,SW,Switzerland,IREN,0.03187130442551256,0.031373954269016006
2017-01-31,54.01291,54.01291,1025.0822,691.3653,SW_IREN,SW,Switzerland,IREN,0.016618492349986136,0.016481916254742053
2017-02-28,56.38629,56.38629,1025.0822,721.7445,SW_IREN,SW,Switzerland,IREN,0.04394097633325078,0.0430029517829609
2017-03-31,54.22623,54.22623,1025.0822,694.0958,SW_IREN,SW,Switzerland,IREN,-0.038308248334834594,-0.039061304127803134
2017-04-28,55.85136,55.85136,1025.0822,714.8974,SW_IREN,SW,Switzerland,IREN,0.02996944467649687,0.029529136438894432
2017-05-31,57.19772,54.97061,1025.0822,703.6239,SW_IREN,SW,Switzerland,IREN,0.024106127406745337,0.0238201612927073
2017-06-30,56.13705,53.95125,1054.6569,690.576,SW_IREN,SW,Switzerland,IREN,-0.018543920981465623,-0.018718015101791764
2017-07-31,53.40873,51.32916,1054.6569,657.0133,SW_IREN,SW,Switzerland,IREN,-0.04860105759030808,-0.04982180659936051
2017-08-31,52.81269,50.75633,1054.6569,649.6811,SW_IREN,SW,Switzerland,IREN,-0.01115997328526619,-0.011222713006245992
2017-09-29,52.29562,50.25939,1054.6569,643.3202,SW_IREN,SW,Switzerland,IREN,-0.00979063933308455,-0.00983888279014957
2017-10-31,51.09687,49.10732,1054.6569,628.5736,SW_IREN,SW,Switzerland,IREN,-0.02292256980603724,-0.023189377066440527
2017-11-30,54.19011,52.08012,1054.6569,666.6255,SW_IREN,SW,Switzerland,IREN,0.060536780432930426,0.05877517658330985
2017-12-29,55.69445,53.52588,1057.8917,685.1312,SW_IREN,SW,Switzerland,IREN,0.027760416061159532,0.02738208156440091
2018-01-31,55.70633,53.5373,1057.8917,685.2774,SW_IREN,SW,Switzerland,IREN,0.0002133067118894605,0.00021328396524740873
2018-02-28,57.40043,55.16543,1057.8917,706.1175,SW_IREN,SW,Switzerland,IREN,0.030411265649702646,0.029958009586234194
2018-03-29,57.13945,54.91462,1057.8917,702.9071,SW_IREN,SW,Switzerland,IREN,-0.004546655835156677,-0.004557023311632108
2018-04-30,56.33989,52.11844,1057.8917,667.1161,SW_IREN,SW,Switzerland,IREN,-0.013993134340635094,-0.01409196126037209
2018-05-31,56.44272,52.21357,1057.8917,668.3336,SW_IREN,SW,Switzerland,IREN,0.0018251721826223477,0.001823508579807709
2018-06-29,55.6196,51.45212,1175.9504,658.5872,SW_IREN,SW,Switzerland,IREN,-0.014583280182103309,-0.014690661472181819
2018-07-31,55.43447,51.28086,1175.9504,656.3951,SW_IREN,SW,Switzerland,IREN,-0.003328502901854713,-0.00333405469049145
2018-08-31,57.85406,53.51915,1175.9504,685.0452,SW_IREN,SW,Switzerland,IREN,0.04364775202144089,0.04272203024917838
2018-09-28,57.77395,53.44505,1175.9504,684.0967,SW_IREN,SW,Switzerland,IREN,-0.0013846910657608902,-0.0013856506363428532
2018-10-31,57.98155,53.63709,1175.9504,686.5547,SW_IREN,SW,Switzerland,IREN,0.0035933149801943287,0.0035868744478838948
2018-11-30,56.81695,52.55976,1175.9504,672.7649,SW_IREN,SW,Switzerland,IREN,-0.020085699675155277,-0.020290159789493036
2018-12-28,59.30472,54.86112,1263.8058,702.2223,SW_IREN,SW,Switzerland,IREN,0.04378570127400372,0.04285420141137363
2019-01-31,58.70953,54.31052,1263.8058,695.1747,SW_IREN,SW,Switzerland,IREN,-0.010036132031312262,-0.010086833520858715
2019-02-28,58.46036,54.08003,1263.8058,692.2243,SW_IREN,SW,Switzerland,IREN,-0.004244115052530639,-0.004253146872601153
2019-03-29,64.82452,59.96733,1263.8058,767.5819,SW_IREN,SW,Switzerland,IREN,0.10886282602433517,0.10333500912567074
2019-04-30,63.19432,58.45928,1263.8058,748.2787,SW_IREN,SW,Switzerland,IREN,-0.025147891569424763,-0.02546950315036829
2019-05-31,64.90896,57.94402,1263.8058,741.6834,SW_IREN,SW,Switzerland,IREN,0.02713281826594538,0.026771249036224735
2019-06-28,68.64593,61.27999,1305.7,784.3839,SW_IREN,SW,Switzerland,IREN,0.05757248305934981,0.05597617148950166
2019-07-31,68.94731,61.54904,1305.7,787.8277,SW_IREN,SW,Switzerland,IREN,0.004390354970789989,0.004380745478194687
2019-08-30,73.50364,65.61646,1305.7,839.8907,SW_IREN,SW,Switzerland,IREN,0.06608423156755494,0.06399233910189787
2019-09-30,74.54209,66.54348,1305.7,851.7566,SW_IREN,SW,Switzerland,IREN,0.014127871762541266,0.01402900349295911
2019-10-31,78.24222,69.84657,1305.7,894.0361,SW_IREN,SW,Switzerland,IREN,0.04963813061855382,0.048445467262139164
2019-11-29,77.71338,69.37448,1305.7,887.9933,SW_IREN,SW,Switzerland,IREN,-0.006759010672243271,-0.006781956236198435
2019-12-30,83.80839,74.81548,1442.4682,957.6381,SW_IREN,SW,Switzerland,IREN,0.0784293515479575,0.07550567848722248
2020-01-31,90.80811,81.0641,1442.4682,1037.6205,SW_IREN,SW,Switzerland,IREN,0.08352051626334789,0.08021547699114868
2020-02-28,89.16717,79.59924,1442.4682,1018.8702,SW_IREN,SW,Switzerland,IREN,-0.018070412433426886,-0.018235676287489958
2020-03-31,86.04826,76.815,1442.4682,983.232,SW_IREN,SW,Switzerland,IREN,-0.0349782324593233,-0.035604620860586585
2020-04-30,89.39763,77.5816,1442.4682,993.0445,SW_IREN,SW,Switzerland,IREN,0.03892431991071077,0.03818587010971065
2020-05-29,91.97661,79.8197,1442.4682,1021.6922,SW_IREN,SW,Switzerland,IREN,0.028848415780149628,0.0284401338334024
2020-06-30,94.5803,82.07925,1456.9818,1050.6144,SW_IREN,SW,Switzerland,IREN,0.028308175306743788,0.027914903534293333
2020-07-31,88.60967,76.89778,1456.9818,984.2916,SW_IREN,SW,Switzerland,IREN,-0.06312762805785133,-0.06520821526100523
2020-08-31,90.19208,78.27104,1456.9818,1001.8693,SW_IREN,SW,Switzerland,IREN,0.017858208929115937,0.017700624467808436
2020-09-30,94.95271,82.40244,1456.9818,1054.7513,SW_IREN,SW,Switzerland,IREN,0.05278323772996463,0.051437359853089386
2020-10-30,94.95194,82.40177,1456.9818,1054.7427,SW_IREN,SW,Switzerland,IREN,-8.10929988204201e-06,-8.109332762592056e-06
2020-11-30,95.13915,82.56423,1456.9818,1056.8222,SW_IREN,SW,Switzerland,IREN,0.00197162901568948,0.0019696879062148015
2020-12-30,97.0591,84.23042,1433.9316,1078.1493,SW_IREN,SW,Switzerland,IREN,0.02018044096462912,0.019979514557204814
2021-01-29,93.86067,81.45474,1433.9316,1042.6206,SW_IREN,SW,Switzerland,IREN,-0.03295342734478268,-0.03350862268733581
2021-02-26,93.09357,80.78902,1433.9316,1034.0995,SW_IREN,SW,Switzerland,IREN,-0.008172752229448133,-0.008206332254922627
2021-03-31,95.76796,83.10994,1433.9316,1063.8072,SW_IREN,SW,Switzerland,IREN,0.028727977668060234,0.02832306589598783
2021-04-30,104.22185,88.16472,1433.9316,1128.5084,SW_IREN,SW,Switzerland,IREN,0.08827472152481897,0.08459361796212525
2021-05-31,104.33192,88.25783,1433.9316,1129.7002,SW_IREN,SW,Switzerland,IREN,0.0010561125138346394,0.001055555219356302
2021-06-30,110.49171,93.4686,1593.5065,1196.3981,SW_IREN,SW,Switzerland,IREN,0.059040320546195346,0.057363140064622724
2021-07-30,113.28727,95.83346,1593.5065,1226.6683,SW_IREN,SW,Switzerland,IREN,0.025301083674060365,0.024986309626989237
2021-08-31,109.09551,92.28751,1593.5065,1181.2801,SW_IREN,SW,Switzerland,IREN,-0.0370011564406133,-0.037703068057643556
2021-09-30,115.38574,97.60862,1593.5065,1249.3904,SW_IREN,SW,Switzerland,IREN,0.0576580099400974,0.05605703915955205
2021-10-29,113.97808,96.41784,1593.5065,1234.1483,SW_IREN,SW,Switzerland,IREN,-0.012199601094554646,-0.012274627043495958
2021-11-30,117.5368,99.42828,1593.5065,1272.682,SW_IREN,SW,Switzerland,IREN,0.031222845655936693,0.03074532683492175
2021-12-30,119.39591,101.00096,1759.5789,1292.8123,SW_IREN,SW,Switzerland,IREN,0.01581725893507402,0.015693469726075545
2022-01-31,122.36314,103.51104,1759.5789,1324.9413,SW_IREN,SW,Switzerland,IREN,0.024852023825606695,0.024548235169045075
2022-02-28,122.86123,103.93239,1759.5789,1330.3346,SW_IREN,SW,Switzerland,IREN,0.004070588577573364,0.00406232614627233
2022-03-31,130.12873,110.08021,1759.5789,1409.0267,SW_IREN,SW,Switzerland,IREN,0.05915210192832987,0.05746868418899241
2022-04-29,129.673,109.69469,1759.5789,1404.0921,SW_IREN,SW,Switzerland,IREN,-0.0035021474504515204,-0.003508294324536407
2022-05-31,124.63529,103.05721,1759.5789,1319.1323,SW_IREN,SW,Switzerland,IREN,-0.03884933640773336,-0.03962410436862113
2022-06-30,123.99071,102.52423,1758.6926,1312.3101,SW_IREN,SW,Switzerland,IREN,-0.005171729451586282,-0.00518514913298342
2022-07-29,129.53746,107.11067,1758.6926,1371.0166,SW_IREN,SW,Switzerland,IREN,0.04473520637150963,0.04376346227579437
2022-08-31,134.44869,111.17162,1758.6926,1422.9967,SW_IREN,SW,Switzerland,IREN,0.037913588856844926,0.037212533548975864
2022-09-30,121.79932,100.71223,1758.6926,1289.1166,SW_IREN,SW,Switzerland,IREN,-0.09408325213135216,-0.09880786693098563
2022-10-31,124.03095,102.5575,1758.6926,1312.736,SW_IREN,SW,Switzerland,IREN,0.018322187677238366,0.018156358897750097
2022-11-30,126.93094,104.95541,1758.6926,1343.4293,SW_IREN,SW,Switzerland,IREN,0.023381180261861978,0.02311202779418736
2022-12-30,124.31251,102.79032,1617.6634,1315.7161,SW_IREN,SW,Switzerland,IREN,-0.02062877656149087,-0.020844521972704134
2023-01-31,121.07581,100.11398,1617.6634,1281.459,SW_IREN,SW,Switzerland,IREN,-0.026036800318809394,-0.026381758721567068
2023-02-28,119.70919,98.98397,1617.6634,1266.9948,SW_IREN,SW,Switzerland,IREN,-0.011287308340121704,-0.011351493446684673
2023-03-31,120.54719,99.67688,1617.6634,1275.8641,SW_IREN,SW,Switzerland,IREN,0.007000297972110436,0.006975909637186266
2023-04-28,122.37598,101.18906,1617.6634,1295.22,SW_IREN,SW,Switzerland,IREN,0.015170739359416041,0.015056814464657259
2023-05-31,123.35617,99.52373,1617.6634,1273.9038,SW_IREN,SW,Switzerland,IREN,0.008009660065643631,0.007977753001712388
2023-06-30,116.48134,93.97712,1602.6724,1202.9072,SW_IREN,SW,Switzerland,IREN,-0.055731545491401024,-0.05734477348884217
2023-07-31,120.96021,97.59068,1602.6724,1249.1606,SW_IREN,SW,Switzerland,IREN,0.03845139487578009,0.03773056003774385
2023-08-31,122.52498,98.85313,1602.6724,1265.32,SW_IREN,SW,Switzerland,IREN,0.012936237461889322,0.01285327902277746
2023-09-29,119.15984,96.13813,1602.6724,1230.5681,SW_IREN,SW,Switzerland,IREN,-0.027464930008558208,-0.027849142451884846
2023-10-31,121.63971,98.1389,1602.6724,1256.1779,SW_IREN,SW,Switzerland,IREN,0.020811290112507708,0.02059769361041962
2023-11-30,122.28573,98.6601,1602.6724,1262.8493,SW_IREN,SW,Switzerland,IREN,0.005310930123066049,0.0052968768689544594
2023-12-29,130.28859,105.11681,1737.9772,1345.4952,SW_IREN,SW,Switzerland,IREN,0.0654439401882787,0.06339155755275455
2024-01-31,131.28482,105.92056,1737.9772,1355.7832,SW_IREN,SW,Switzerland,IREN,0.0076463334202940825,0.007617248381421366
2024-02-29,122.04927,98.46933,1737.9772,1260.4074,SW_IREN,SW,Switzerland,IREN,-0.07034743239926744,-0.0729443458594517
2024-03-28,123.81357,99.89276,1737.9772,1278.6273,SW_IREN,SW,Switzerland,IREN,0.014455637465099036,0.014352150855558724
2024-04-30,127.86599,100.61103,1737.9772,1287.8212,SW_IREN,SW,Switzerland,IREN,0.03273001497331829,0.032205795834991474
2024-05-31,125.55764,98.79471,1737.9772,1264.5723,SW_IREN,SW,Switzerland,IREN,-0.01805288489926049,-0.018217826354097442
2024-06-28,133.31531,104.89882,1773.2543,1342.7048,SW_IREN,SW,Switzerland,IREN,0.06178572645997482,0.05995213830063801
2024-07-31,145.55297,114.52799,1773.2543,1465.9582,SW_IREN,SW,Switzerland,IREN,0.09179485836997991,0.08782300103952008
2024-08-30,148.70048,117.0046,1773.2543,1497.6588,SW_IREN,SW,Switzerland,IREN,0.021624498627544453,0.0213940060942609
2024-09-30,147.81787,116.31012,1773.2543,1488.7695,SW_IREN,SW,Switzerland,IREN,-0.005935488574078551,-0.005953173600623933
2024-10-31,148.73926,117.03511,1773.2543,1498.0495,SW_IREN,SW,Switzerland,IREN,0.006233278831578426,0.006213932302334425
2024-11-29,149.45332,117.59696,1773.2543,1505.2412,SW_IREN,SW,Switzerland,IREN,0.004800749983561836,0.004789263132356436
2024-12-30,151.30323,119.05256,2209.9355,1523.8728,SW_IREN,SW,Switzerland,IREN,0.01237784480130677,0.012301865610288704
2025-01-31,150.44366,118.37622,2209.9355,1515.2156,SW_IREN,SW,Switzerland,IREN,-0.00568110806358868,-0.005697306938844795
2025-02-28,150.44092,118.37406,2209.9355,1515.188,SW_IREN,SW,Switzerland,IREN,-1.8212798066685743e-05,-1.8212963921706242e-05
2025-03-31,156.16818,122.88054,2209.9355,1572.8709,SW_IREN,SW,Switzerland,IREN,0.03806982834191652,0.03736305448673692
2025-04-30,165.35984,130.11297,2209.9355,1665.4461,SW_IREN,SW,Switzerland,IREN,0.058857444583140905,0.05719044432215587
2025-05-30,170.32744,131.26917,2209.9355,1680.2454,SW_IREN,SW,Switzerland,IREN,0.0300411514670067,0.029598754324038353
2025-06-30,176.39148,135.94265,2380.7594,1740.066,SW_IREN,SW,Switzerland,IREN,0.03560224940855106,0.03498314097530356
2025-07-31,175.4751,135.23641,2380.7594,1731.0261,SW_IREN,SW,Switzerland,IREN,-0.005195148881340539,-0.005208690588441013
2025-08-29,177.56687,136.84851,2380.7594,1751.6609,SW_IREN,SW,Switzerland,IREN,0.01192060867895206,0.011850117865933596
